iclabel,glyph,usagecode
A:uc0---:005ff5:念,念,CJKTHM
A:uc0---:005538:唸,唸,JTHM
A:uc0---:005561:啡,啡,CTHM
A:uc0---:007432:琲,琲,Jt
A:uc0---:007616:瘖,瘖,t
A:uc0---:005591:喑,喑,ch
A:uc0---:0055f7:嗷,嗷,cTHm
A:uc0---:0056e0:因,因,CJKTHM
A:uc0---:009644:附,附,CJKTHM
A:uc0---:0057cb:埋,埋,CJKTHM
A:uc0---:005821:堡,堡,CJKTHM
A:uc0---:005830:堰,堰,CJKTHm
A:uc0---:009118:鄘,鄘,cT
A:uc0---:005889:墉,墉,cKt
A:uc0---:0058a9:墩,墩,CKThm
A:uc0---:005951:契,契,CJKTHM
A:uc0---:006f0f:漏,漏,CJKTHM
A:uc0---:005d4c:嵌,嵌,CJKTHm
A:uc0---:005fbd:徽,徽,CJKTHM
A:uc0---:005edb:廛,廛,cK
A:uc0---:005f3c:弼,弼,cJKTHm
A:uc0---:006016:怖,怖,CJKTHM
A:uc0---:00601d:思,思,CJKTHM
A:uc0---:0065e8:旨,旨,CJKTHM
A:uc0---:00606a:恪,恪,cJKTHM
A:uc0---:00608d:悍,悍,CJKTHm
A:uc0---:006096:悖,悖,cJKTHm
A:uc0---:0060f0:惰,惰,CJKTHm
A:uc0---:006106:愆,愆,cKT
A:uc0---:006bb7:殷,殷,CJKTHM
A:uc0---:006147:慇,慇,JKTH
A:uc0---:0061e6:懦,懦,CKTHm
A:uc0---:006266:扦,扦,Ct
A:uc0---:006263:扣,扣,CTHM
A:uc0---:0091e6:釦,釦,THm
A:uc0---:0062d8:拘,拘,CJKTHM
A:uc0---:00628a:把,把,CJKTHM
A:uc0---:006342:捂,捂,CTHm
A:uc0---:006440:摀,摀,t
A:uc0---:006551:救,救,CJKTHM
A:uc0---:00637b:捻,捻,CJKTHm
A:uc0---:00649a:撚,撚,JKTHm
A:uc0---:0064b0:撰,撰,CJKTHM
A:uc0---:0064c2:擂,擂,CJTHm
A:uc0---:0064ce:擎,擎,CKTHM
A:uc0---:006591:斑,斑,CJKTHM
A:uc0---:007684:的,的,CJKTHM
A:uc0---:00661f:星,星,CJKTHM
A:uc0---:00665f:晟,晟,cJKt
A:uc0---:006674:晴,晴,CJKTHM
A:uc0---:006731:朱,朱,CJKTHM
A:uc0---:007843:硃,硃,cTHm
A:uc0---:006874:桴,桴,c
A:uc0---:006803:栃,栃,J
A:uc0---:006893:梓,梓,cJKTHM
A:uc0---:0068b1:梱,梱,JKT
A:uc0---:007887:碇,碇,cJKt
A:uc0---:006a12:樒,樒,J
A:uc0---:00699c:榜,榜,CJKTHM
A:uc0---:007f4d:罍,罍,Jt
A:uc0---:0097a0:鞠,鞠,CJKTHm
A:uc0---:006f90:澐,澐,Kt
A:uc0---:006c84:沄,沄,ckt
A:uc0---:006cbe:沾,沾,CKTHM
A:uc0---:009711:霑,霑,JKTHm
A:uc0---:006cd5:法,法,CJKTHM
A:uc0---:006d59:浙,浙,CJKTHM
A:uc0---:006d78:浸,浸,CJKTHM
A:uc0---:006d85:涅,涅,CJKTm
A:uc0---:006dc4:淄,淄,CKTHm
A:uc0---:006df7:混,混,CJKTHM
A:uc0---:006e3a:渺,渺,CJKTHm
A:uc0---:006dfc:淼,淼,ctm
A:uc0---:0070fd:烽,烽,CKTHm
A:uc0---:0071a2:熢,熢,K
A:uc0---:0071ee:燮,燮,cJKTHm
A:uc0---:0072cd:狍,狍,c
A:uc0---:008c6d:豭,豭,T
A:uc0---:00740a:琊,琊,cTH
A:uc0---:0073a8:玨,玨,T
A:uc0---:0073cf:珏,珏,cK
A:uc0---:0073a9:玩,玩,CJKTHM
A:uc0---:007feb:翫,翫,JKt
A:uc0---:007434:琴,琴,CJKTHM
A:uc0---:0073e1:珡,珡,t
A:uc0---:007441:瑁,瑁,cJKTHm
A:uc0---:007470:瑰,瑰,CJTHM
A:uc0---:007540:畀,畀,hm
A:uc0---:007601:瘁,瘁,CJTHm
A:uc0---:0075f1:痱,痱,cTHm
A:uc0---:009178:酸,酸,CJKTHM
A:uc0---:0075e0:痠,痠,Tm
A:uc0---:007624:瘤,瘤,CJKTHM
A:uc0---:007787:瞇,瞇,THm
A:uc0---:00772f:眯,眯,Cth
A:uc0---:007737:眷,眷,CJKTHM
A:uc0---:007765:睥,睥,cJTH
A:uc0---:00782c:砬,砬,cK
A:uc0---:00788c:碌,碌,CJKTHM
A:uc0---:0078d5:磕,磕,CTHm
A:uc0---:007940:祀,祀,cJKTHm
A:uc0---:008124:脤,脤,T
A:uc0---:009756:靖,靖,CJKTHM
A:uc0---:007b04:笄,笄,c
A:uc0---:007b2e:笮,笮,cT
A:uc0---:007b70:筰,筰,J
A:uc0---:007b45:筅,筅,J
A:uc0---:007b52:筒,筒,CJKTHM
A:uc0---:007b69:筩,筩,K
A:uc0---:007c2a:簪,簪,cKTHm
A:uc0---:007c4f:籏,籏,J
A:uc0---:007c40:籀,籀,cT
A:uc0---:00800b:耋,耋,cT
A:uc0---:0081c6:臆,臆,CJKTHm
A:uc0---:008180:膀,膀,CJKTHM
A:uc0---:0081c0:臀,臀,CJKTHm
A:uc0---:00822b:舫,舫,cJKTHm
A:uc0---:0082d4:苔,苔,CJKTHm
A:uc0---:0083bd:莽,莽,CJKTHm
A:uc0---:0083ca:菊,菊,CJKTHM
A:uc0---:0083f1:菱,菱,CJKTHM
A:uc0---:008506:蔆,蔆,T
A:uc0---:0083f9:菹,菹,cK
A:uc0---:008429:萩,萩,cJKt
A:uc0---:008482:蒂,蒂,CTHM
A:uc0---:008511:蔑,蔑,CJKTHm
A:uc0---:00884a:衊,衊,t
A:uc0---:0085dc:藜,藜,cJKt
A:uc0---:0085c1:藁,藁,cJK
A:uc0---:0086c7:蛇,蛇,CJKTHM
A:uc0---:00868c:蚌,蚌,CKTHm
A:uc0---:008703:蜃,蜃,cJKTH
A:uc0---:008725:蜥,蜥,cJTHm
A:uc0---:008737:蜷,蜷,cJT
A:uc0---:008e21:踡,踡,T
A:uc0---:008815:蠕,蠕,CTHm
A:uc0---:008821:蠡,蠡,cJTH
A:uc0---:009053:道,道,CJKTHM
A:uc0---:008a3e:訾,訾,cT
A:uc0---:008c82:貂,貂,cJKTHm
A:uc0---:008d73:赳,赳,cJKTHm
A:uc0---:008d9f:趟,趟,CTHM
A:uc0---:008e5a:蹚,蹚,ct
A:uc0---:008ff8:迸,迸,CTHm
A:uc0---:009052:遒,遒,ck
A:uc0---:009041:遁,遁,CJKTHm
A:uc0---:00906f:遯,遯,K
A:uc0---:009ef4:黴,黴,JKTH
A:uc0---:009709:霉,霉,CTHm
A:uc0---:0097f1:韱,韱,t
A:uc0---:009aed:髭,髭,cJTH
A:uc0---:0098e7:飧,飧,cTH
A:uc0---:009ae1:髡,髡,cT
A:uc0---:009af9:髹,髹,thm
A:uc0---:009edb:黛,黛,cJKTHm
A:uc0---:0053c9:叉,叉,CJKTHM
A:uc0---:006260:扠,扠,t
A:uc0---:007bc0:節,節,JKTHM
A:uc0---:008282:节,节,C
A:uc0---:006a3d:樽,樽,cJKTHM
A:uc0---:004e39:丹,丹,CJKTHM
A:uc0---:005217:列,列,CJKTHM
A:uc0---:004e3b:主,主,CJKTHM
A:uc0---:004e2d:中,中,CJKTHM
A:uc0---:0096f6:零,零,CJKTHM
A:ucsym-:003007:〇,〇,CJKTHM
A:uc0---:0068f9:棹,棹,cJKTH
A:uc0---:006ac2:櫂,櫂,JKTH
A:uc0---:00689d:條,條,JKTHM
A:uc0---:006761:条,条,CJ
A:uc0---:0096aa:險,險,KTHM
A:uc0---:009669:险,险,C
A:uc0---:00967a:険,険,J
A:uc0---:008956:襖,襖,JTHm
A:uc0---:008884:袄,袄,C
A:uc0---:0075f3:痳,痳,THm
A:uc0---:0075f2:痲,痲,KT
A:uc0---:005fa0:徠,徠,JKTm
A:uc0---:005008:倈,倈,t
A:uc0---:005f95:徕,徕,c
A:uc0---:006555:敕,敕,cT
A:uc0---:0052c5:勅,勅,JK
A:uc0---:0082e7:苧,苧,cJKTH
A:uc0---:0082ce:苎,苎,c
A:uc0---:0053b2:厲,厲,JKTHM
A:uc0---:005389:厉,厉,C
A:uc0---:00918b:醋,醋,CJKTHm
A:uc0---:009162:酢,酢,cJKt
A:uc0---:008a50:詐,詐,JKTHM
A:uc0---:008bc8:诈,诈,C
A:uc0---:009015:逕,逕,JKTHm
A:uc0---:005f91:徑,徑,KTHM
A:uc0---:005f84:径,径,CJ
A:uc0---:004fd3:俓,俓,K
A:uc0---:008ff3:迳,迳,c
A:uc0---:006ac3:櫃,櫃,JKTHM
A:uc0---:0067dc:柜,柜,C
A:uc0---:005331:匱,匱,JTHm
A:uc0---:00532e:匮,匮,c
A:uc0---:009257:鉗,鉗,JKTHm
A:uc0---:007b9d:箝,箝,JKTHm
A:uc0---:0094b3:钳,钳,C
A:uc0---:004f59:余,余,CJKTHM
A:uc0---:009918:餘,餘,JKTHM
A:uc0---:009980:馀,馀,c
A:uc0---:004e88:予,予,CJKTHM
A:uc0---:008c6b:豫,豫,CJKTHM
A:uc0---:009810:預,預,JKTHM
A:uc0---:009884:预,预,C
A:uc0---:009f4b:齋,齋,JKTHM
A:uc0---:00658b:斋,斋,C
A:uc0---:00658e:斎,斎,J
A:uc0---:005eff:廿,廿,cJTHM
A:uc0---:005354:協,協,JKTHM
A:uc0---:0052f0:勰,勰,cT
A:uc0---:00534f:协,协,C
A:uc0---:0052a6:劦,劦,t
A:uc0---:007cca:糊,糊,CJKTHM
A:uc0---:00992c:餬,餬,th
A:uc0---:0080e1:胡,胡,CJKTHM
A:uc0---:009b0d:鬍,鬍,KTHm
A:uc0---:0058c7:壇,壇,JKTHM
A:uc0---:007f48:罈,罈,TH
A:uc0---:00575b:坛,坛,C
A:uc0---:0058dc:壜,壜,J
A:uc0---:007f4e:罎,罎,h
A:uc0---:0095a3:閣,閣,JKTHM
A:uc0---:009601:阁,阁,C
A:uc0---:005408:合,合,CJKTHM
A:uc0---:0095a4:閤,閤,JKTH
A:uc0---:005582:喂,喂,CKTHm
A:uc0---:009935:餵,餵,THM
A:uc0---:009912:餒,餒,THm
A:uc0---:009981:馁,馁,C
A:uc0---:0060f1:惱,惱,KTHM
A:uc0---:00607c:恼,恼,C
A:uc0---:0060a9:悩,悩,J
A:uc0---:005583:喃,喃,cJTHm
A:uc0---:005a1a:娚,娚,K
A:uc0---:0062d3:拓,拓,CJKTHM
A:uc0---:006428:搨,搨,t
A:uc0---:007c2b:簫,簫,JKTHm
A:uc0---:007bab:箫,箫,c
A:uc0---:004e09:三,三,CJKTHM
A:uc0---:0053c1:叁,叁,Chm
A:uc0---:004e8e:于,于,CJKTHM
A:uc0---:0065bc:於,於,cJKTHM
A:uc0---:004e90:亐,亐,K
A:uc0---:00832c:茬,茬,C
A:uc0---:0069ce:槎,槎,J
A:uc0---:006ff1:濱,濱,JKTHM
A:uc0---:007015:瀕,瀕,JKTHM
A:uc0---:006ee8:滨,滨,C
A:uc0---:006fd2:濒,濒,C
A:uc0---:008932:褲,褲,THM
A:uc0---:0088b4:袴,袴,JK
A:uc0---:0088e4:裤,裤,C
A:uc0---:007d5d:絝,絝,t
A:uc0---:009c0d:鰍,鰍,JKTHm
A:uc0---:009c0c:鰌,鰌,J
A:uc0---:009cc5:鳅,鳅,c
A:uc0---:005c07:將,將,JKTHM
A:uc0---:005c06:将,将,CJ
A:uc0---:009f8d:龍,龍,JKTHM
A:uc0---:009f99:龙,龙,C
A:uc0---:007adc:竜,竜,J
A:uc0---:005f6c:彬,彬,CJKTHM
A:uc0---:00658c:斌,斌,CJKthM
A:uc0---:007627:瘧,瘧,KTHm
A:uc0---:00759f:疟,疟,C
A:uc0---:005f04:弄,弄,CJKTHM
A:uc0---:006335:挵,挵,t
A:uc0---:008856:衖,衖,t
A:uc0---:006108:愈,愈,CJKTHM
A:uc0---:007652:癒,癒,JKTM
A:uc0---:007609:瘉,瘉,TH
A:uc0---:0091f5:釵,釵,KTHm
A:uc0---:009497:钗,钗,c
A:uc0---:0063ed:揭,揭,CKTHM
A:uc0---:0063b2:掲,掲,J
A:uc0---:007a69:穩,穩,KTHM
A:uc0---:007a33:稳,稳,C
A:uc0---:007a4f:穏,穏,J
A:uc0---:007064:灤,灤,T
A:uc0---:006ee6:滦,滦,C
A:uc0---:009695:隕,隕,JKTHm
A:uc0---:009668:陨,陨,C
A:uc0---:006c96:沖,沖,JKTHM
A:uc0---:00885d:衝,衝,JKTHM
A:uc0---:0051b2:冲,冲,CJ
A:uc0---:006efe:滾,滾,KTHM
A:uc0---:006eda:滚,滚,C
A:uc0---:0056c9:囉,囉,THm
A:uc0---:005570:啰,啰,c
A:uc0---:00580a:堊,堊,KT
A:uc0---:0057a9:垩,垩,c
A:uc0---:009aaf:骯,骯,THm
A:uc0---:0080ae:肮,肮,Cm
A:uc0---:00851e:蔞,蔞,Kt
A:uc0---:00848c:蒌,蒌,c
A:uc0---:008a9a:誚,誚,T
A:uc0---:008bee:诮,诮,c
A:uc0---:008de1:跡,跡,JKTHM
A:uc0---:008e5f:蹟,蹟,JKThM
A:uc0---:008ff9:迹,迹,CJKt
A:uc0---:0058fa:壺,壺,JKTHM
A:uc0---:0058f6:壶,壶,C
A:uc0---:0058f7:壷,壷,J
A:uc0---:009673:陳,陳,JKTHM
A:uc0---:009648:陈,陈,C
A:uc0---:00975a:靚,靚,kthM
A:uc0---:009753:靓,靓,c
A:uc0---:00633d:挽,挽,CJKTHM
A:uc0---:008f13:輓,輓,JKTHm
A:uc0---:005fb9:徹,徹,JKTHM
A:uc0---:005f7b:彻,彻,C
A:uc0---:0066a2:暢,暢,JKTHM
A:uc0---:007545:畅,畅,C
A:uc0---:006670:晰,晰,CJTHM
A:uc0---:006673:晳,晳,cJK
A:uc0---:004e03:七,七,CJKTHM
A:uc0---:0067d2:柒,柒,CKTm
A:uc0---:006a19:標,標,JKTHM
A:uc0---:006807:标,标,C
A:uc0---:00535c:卜,卜,CJKTHM
A:uc0---:008514:蔔,蔔,KTHm
A:uc0---:00898f:規,規,JKTHM
A:uc0---:0089c4:规,规,C
A:uc0---:005384:厄,厄,CJKTHM
A:uc0---:009628:阨,阨,t
A:uc0---:008305:茅,茅,CJKTHM
A:uc0---:008306:茆,茆,cT
A:uc0---:007e1f:縟,縟,Kt
A:uc0---:007f1b:缛,缛,c
A:uc0---:005bb4:宴,宴,CJKTHM
A:uc0---:008b8c:讌,讌,t
A:uc0---:00768b:皋,皋,CJT
A:uc0---:007690:皐,皐,JK
A:uc0---:009910:餐,餐,CJKTHM
A:uc0---:0098e1:飡,飡,K
A:uc0---:00803d:耽,耽,CJKTHm
A:uc0---:008ead:躭,躭,t
A:uc0---:008457:著,著,CJKTHM
A:uc0---:007740:着,着,CJKhm
A:uc0---:007814:研,研,CJTHM
A:uc0---:00784f:硏,硏,K
A:uc0---:007c21:簡,簡,JKTHM
A:uc0---:007b80:简,简,C
A:uc0---:0085ea:藪,藪,JKTH
A:uc0---:0085ae:薮,薮,cJ
A:uc0---:005e78:幸,幸,CJKTHM
A:uc0---:005016:倖,倖,JKTHm
A:uc0---:007f88:羈,羈,JKTHM
A:uc0---:007f81:羁,羁,c
A:uc0---:008b7d:譽,譽,KTHM
A:uc0---:008a89:誉,誉,CJ
A:uc0---:00965d:陝,陝,JKTHM
A:uc0---:009655:陕,陕,C
A:uc0---:006298:折,折,CJKTHM
A:uc0---:00647a:摺,摺,cJKTHM
A:uc0---:00685d:桝,桝,J
A:uc0---:0067a1:枡,枡,J
A:uc0---:00574f:坏,坏,CJTH
A:uc0---:0058de:壞,壞,KTHM
A:uc0---:0058ca:壊,壊,J
A:ucxb--:0206a4:𠚤,𠚤,J
A:ucxa--:0034e4:㓤,㓤,h
A:ucxa--:003577:㕷,㕷,t
A:ucxa--:0035a1:㖡,㖡,h
A:ucxa--:0035ad:㖭,㖭,h
A:ucxa--:0035bf:㖿,㖿,h
A:ucxa--:0035ce:㗎,㗎,hm
A:ucxa--:0035fe:㗾,㗾,h
A:ucxa--:003960:㥠,㥠,k
A:ucxa--:0039f8:㧸,㧸,h
A:ucxa--:0039fe:㧾,㧾,h
A:ucxa--:003a18:㨘,㨘,h
A:ucxa--:003a52:㩒,㩒,hm
A:ucxa--:003a67:㩧,㩧,h
A:ucxa--:003de7:㷧,㷧,h
A:ucxa--:003deb:㷫,㷫,h
A:ucxa--:003e74:㹴,㹴,h
A:ucxa--:003ed0:㻐,㻐,K
A:ucxa--:004065:䁥,䁥,h
A:ucxa--:0040bb:䂻,䂻,h
A:ucxa--:0040df:䃟,䃟,h
A:ucxa--:004137:䄷,䄷,k
A:ucxa--:0044ea:䓪,䓪,h
A:ucxa--:004606:䘆,䘆,h
A:ucxa--:0047f4:䟴,䟴,h
A:ucxa--:0048b5:䢵,䢵,c
A:ucxa--:0048bc:䢼,䢼,c
A:ucxa--:0048c5:䣅,䣅,c
A:ucxa--:0048d3:䣓,䣓,c
A:ucxa--:004a12:䨒,䨒,k
A:ucxa--:004ab8:䪸,䪸,k
A:ucxa--:004cb3:䲳,䲳,t
A:ucxa--:004d08:䴈,䴈,t
A:uc0---:004e01:丁,丁,CJKTHM
A:uc0---:004e08:丈,丈,CJKTHM
A:uc0---:004e0d:不,不,CJKTHM
A:uc0---:004e14:且,且,CJKTHM
A:uc0---:004e19:丙,丙,CJKTHM
A:uc0---:004e1e:丞,丞,cJKTHm
A:uc0---:004e32:串,串,CJKTHM
A:uc0---:004e38:丸,丸,CJKTHM
A:uc0---:004e42:乂,乂,cK
A:uc0---:004e4b:之,之,CJKTHM
A:uc0---:004e4d:乍,乍,CJKTHm
A:uc0---:004e4e:乎,乎,CJKTHM
A:uc0---:004e4f:乏,乏,CJKTHM
A:uc0---:004e52:乒,乒,CTHM
A:uc0---:004e53:乓,乓,CTHM
A:uc0---:004e56:乖,乖,CJKTHM
A:uc0---:004e59:乙,乙,CJKTHM
A:uc0---:004e5c:乜,乜,thm
A:uc0---:004e5e:乞,乞,CJKTHm
A:uc0---:004e5f:也,也,CJKTHM
A:uc0---:004e6a:乪,乪,h
A:uc0---:004e6b:乫,乫,K
A:uc0---:004e6d:乭,乭,K
A:uc0---:004e73:乳,乳,CJKTHM
A:uc0---:004e76:乶,乶,K
A:uc0---:004e77:乷,乷,K
A:uc0---:004e78:乸,乸,hm
A:uc0---:004e92:互,互,CJKTHM
A:uc0---:004e9b:些,些,CJKTHM
A:uc0---:004e9f:亟,亟,cTHm
A:uc0---:004ea2:亢,亢,CJKTm
A:uc0---:004ea4:交,交,CJKTHM
A:uc0---:004ea5:亥,亥,CJKTHM
A:uc0---:004ea6:亦,亦,CJKTHM
A:uc0---:004ea8:亨,亨,CJKTHM
A:uc0---:004ead:亭,亭,CJKTHM
A:uc0---:004eae:亮,亮,CJKTHM
A:uc0---:004eb3:亳,亳,cT
A:uc0---:004eb6:亶,亶,cK
A:uc0---:004ec4:仄,仄,cJKTHm
A:uc0---:004eca:今,今,CJKTHM
A:uc0---:004ecb:介,介,CJKTHM
A:uc0---:004ecd:仍,仍,CJKTHM
A:uc0---:004ed4:仔,仔,CJKTHM
A:uc0---:004ed5:仕,仕,CJKTHM
A:uc0---:004ed7:仗,仗,CKTHM
A:uc0---:004ed8:付,付,CJKTHM
A:uc0---:004ee1:仡,仡,c
A:uc0---:004ee3:代,代,CJKTHM
A:uc0---:004ee4:令,令,CJKTHM
A:uc0---:004ee8:仨,仨,c
A:uc0---:004eeb:仫,仫,c
A:uc0---:004ef0:仰,仰,CJKTHM
A:uc0---:004ef2:仲,仲,CJKTHM
A:uc0---:004ef5:仵,仵,ch
A:uc0---:004ef6:件,件,CJKTHM
A:uc0---:004f01:企,企,CJKTHM
A:uc0---:004f09:伉,伉,cJKTHm
A:uc0---:004f0a:伊,伊,CJKTHM
A:uc0---:004f0b:伋,伋,KT
A:uc0---:004f0e:伎,伎,CJKtm
A:uc0---:004f0f:伏,伏,CJKTHM
A:uc0---:004f10:伐,伐,CJKTHM
A:uc0---:004f11:休,休,CJKTHM
A:uc0---:004f15:伕,伕,cTHm
A:uc0---:004f22:伢,伢,c
A:uc0---:004f2f:伯,伯,CJKTHM
A:uc0---:004f30:估,估,CTHM
A:uc0---:004f34:伴,伴,CJKTHM
A:uc0---:004f36:伶,伶,CJKTHM
A:uc0---:004f3a:伺,伺,CJKTHM
A:uc0---:004f3d:伽,伽,cJKTHm
A:uc0---:004f43:佃,佃,CJKTHm
A:uc0---:004f46:但,但,CJKTHM
A:uc0---:004f4d:位,位,CJKTHM
A:uc0---:004f4f:住,住,CJKTHM
A:uc0---:004f50:佐,佐,CJKTHM
A:uc0---:004f55:何,何,CJKTHM
A:uc0---:004f56:佖,佖,k
A:uc0---:004f58:佘,佘,cthm
A:uc0---:004f5a:佚,佚,cKTm
A:uc0---:004f5c:作,作,CJKTHM
A:uc0---:004f5d:佝,佝,cTHm
A:uc0---:004f5f:佟,佟,ctm
A:uc0---:004f62:佢,佢,thM
A:uc0---:004f64:佤,佤,c
A:uc0---:004f6f:佯,佯,CKTHm
A:uc0---:004f73:佳,佳,CJKTHM
A:uc0---:004f76:佶,佶,cJKt
A:uc0---:004f7a:佺,佺,KT
A:uc0---:004f7b:佻,佻,cJTHm
A:uc0---:004f7c:佼,佼,cJtm
A:uc0---:004f7e:佾,佾,cKT
A:uc0---:004f7f:使,使,CJKTHM
A:uc0---:004f88:侈,侈,CJKTHm
A:uc0---:004f8a:侊,侊,K
A:uc0---:004f8b:例,例,CJKTHM
A:uc0---:004f8d:侍,侍,CJKTHM
A:uc0---:004f8f:侏,侏,cJKTHm
A:uc0---:004f91:侑,侑,cJKT
A:uc0---:004f97:侗,侗,Cm
A:uc0---:004f98:侘,侘,JK
A:uc0---:004f9b:供,供,CJKTHM
A:uc0---:004f9d:依,依,CJKTHM
A:uc0---:004fb5:侵,侵,CJKTHM
A:uc0---:004fbf:便,便,CJKTHM
A:uc0---:004fc3:促,促,CJKTHM
A:uc0---:004fc4:俄,俄,CJKTHM
A:uc0---:004fc9:俉,俉,K
A:uc0---:004fcb:俋,俋,t
A:uc0---:004fcf:俏,俏,CTHM
A:uc0---:004fd0:俐,俐,CJkTHm
A:uc0---:004fd1:俑,俑,cJKTHm
A:uc0---:004fd7:俗,俗,CJKTHM
A:uc0---:004fd8:俘,俘,CJTHm
A:uc0---:004fd9:俙,俙,k
A:uc0---:004fda:俚,俚,cJKTHm
A:uc0---:004fdd:保,保,CJKTHM
A:uc0---:004fec:俬,俬,thm
A:uc0---:004ff3:俳,俳,cJKTHm
A:uc0---:004ff5:俵,俵,cJKt
A:uc0---:004ff6:俶,俶,cJt
A:uc0---:004ff8:俸,俸,cJKTHm
A:uc0---:004ffa:俺,俺,CJKTHm
A:uc0---:004ffe:俾,俾,cTHM
A:uc0---:00500c:倌,倌,cTHm
A:uc0---:005012:倒,倒,CJKTHM
A:uc0---:005014:倔,倔,CTHm
A:uc0---:005019:候,候,CJKTHM
A:uc0---:00501a:倚,倚,CJKTHM
A:uc0---:00501c:倜,倜,cKt
A:uc0---:00501e:倞,倞,cK
A:uc0---:005021:倡,倡,CKTHM
A:uc0---:005022:倢,倢,t
A:uc0---:005025:倥,倥,cTH
A:uc0---:005027:倧,倧,K
A:uc0---:005028:倨,倨,cKTHm
A:uc0---:005029:倩,倩,cTHM
A:uc0---:00502a:倪,倪,CJKTHM
A:uc0---:00502c:倬,倬,cKt
A:uc0---:00502d:倭,倭,cJKTHm
A:uc0---:00503b:倻,倻,cK
A:uc0---:005048:偈,偈,cJKthm
A:uc0---:00504c:偌,偌,cTHm
A:uc0---:00504f:偏,偏,CJKTHM
A:uc0---:005055:偕,偕,cJKTHm
A:uc0---:00505a:做,做,CJKTHM
A:uc0---:00506d:偭,偭,T
A:uc0---:00506f:偯,偯,T
A:uc0---:005072:偲,偲,cJt
A:uc0---:005076:偶,偶,CJKTHM
A:uc0---:005080:傀,傀,CJKTHm
A:uc0---:005085:傅,傅,CJKTHM
A:uc0---:005088:傈,傈,C
A:uc0---:005095:傕,傕,t
A:uc0---:0050a3:傣,傣,Ctm
A:uc0---:0050ac:催,催,CJKTHM
A:uc0---:0050b2:傲,傲,CJKTHM
A:uc0---:0050c7:僇,僇,T
A:uc0---:0050ce:僎,僎,T
A:uc0---:0050d6:僖,僖,cJKTHm
A:uc0---:0050da:僚,僚,CJKTHM
A:uc0---:0050e7:僧,僧,CJKTHM
A:uc0---:0050e9:僩,僩,T
A:uc0---:0050ee:僮,僮,cTHm
A:uc0---:0050f0:僰,僰,c
A:uc0---:0050f3:僳,僳,Ct
A:uc0---:0050fb:僻,僻,CJKTHm
A:uc0---:0050ff:僿,僿,K
A:uc0---:005105:儅,儅,T
A:uc0---:005112:儒,儒,CJKTHM
A:uc0---:00511a:儚,儚,J
A:uc0---:005133:儳,儳,T
A:uc0---:005140:兀,兀,cJKTHm
A:uc0---:005141:允,允,CJKTHM
A:uc0---:005144:兄,兄,CJKTHM
A:uc0---:005146:兆,兆,CJKTHM
A:uc0---:005148:先,先,CJKTHM
A:uc0---:00514d:免,免,CJKTHM
A:uc0---:005155:兕,兕,cTH
A:uc0---:005159:兙,兙,T
A:uc0---:00515b:兛,兛,T
A:uc0---:00515d:兝,兝,T
A:uc0---:00515e:兞,兞,T
A:uc0---:005161:兡,兡,T
A:uc0---:005162:兢,兢,CKTHm
A:uc0---:005163:兣,兣,T
A:uc0---:005165:入,入,CJKTHM
A:uc0---:00516c:公,公,CJKTHM
A:uc0---:005171:共,共,CJKTHM
A:uc0---:005175:兵,兵,CJKTHM
A:uc0---:005177:具,具,CJKTHM
A:uc0---:005178:典,典,CJKTHM
A:uc0---:00517c:兼,兼,CJKTHM
A:uc0---:005187:冇,冇,thM
A:uc0---:00518d:再,再,CJKTHM
A:uc0---:005195:冕,冕,CJKTHM
A:uc0---:00519a:冚,冚,hm
A:uc0---:0051a0:冠,冠,CJKTHM
A:uc0---:0051a5:冥,冥,cJKTHm
A:uc0---:0051a7:冧,冧,hm
A:uc0---:0051b4:冴,冴,J
A:uc0---:0051b6:冶,冶,CJKTHm
A:uc0---:0051b7:冷,冷,CJKTHM
A:uc0---:0051bc:冼,冼,cthM
A:uc0---:0051be:冾,冾,t
A:uc0---:0051dd:凝,凝,CJKTHM
A:uc0---:0051de:凞,凞,K
A:uc0---:0051e7:凧,凧,J
A:uc0---:0051e9:凩,凩,J
A:uc0---:0051ea:凪,凪,J
A:uc0---:0051f0:凰,凰,CJKTHM
A:uc0---:0051f5:凵,凵,J
A:uc0---:0051f8:凸,凸,CJKTHM
A:uc0---:005201:刁,刁,CTHm
A:uc0---:005207:切,切,CJKTHM
A:uc0---:00520e:刎,刎,cJKTHm
A:uc0---:005211:刑,刑,CJKTHM
A:uc0---:00521d:初,初,CJKTHM
A:uc0---:005224:判,判,CJKTHM
A:uc0---:005230:到,到,CJKTHM
A:uc0---:005233:刳,刳,c
A:uc0---:00523b:刻,刻,CJKTHM
A:uc0---:00524a:削,削,CJKTHM
A:uc0---:00524d:前,前,CJKTHM
A:uc0---:005254:剔,剔,CKTHm
A:uc0---:005256:剖,剖,CJKTHM
A:uc0---:00525c:剜,剜,cTHm
A:uc0---:005261:剡,剡,cK
A:uc0---:00526f:副,副,CJKTHM
A:uc0---:005272:割,割,CJKTHM
A:uc0---:00527d:剽,剽,cJKTHm
A:uc0---:005282:劂,劂,T
A:uc0---:00529b:力,力,CJKTHM
A:uc0---:00529f:功,功,CJKTHM
A:uc0---:0052a0:加,加,CJKTHM
A:uc0---:0052a3:劣,劣,CJKTHM
A:uc0---:0052a4:劤,劤,K
A:uc0---:0052a9:助,助,CJKTHM
A:uc0---:0052aa:努,努,CJKTHM
