ID,UNICODE DESCRIPTION,Entity,mode,type,latex,category,op dict
U1D310,TETRAGRAM FOR DIVERGENCE, , , , ,So,
U1D311,TETRAGRAM FOR YOUTHFULNESS, , , , ,So,
U1D312,TETRAGRAM FOR INCREASE, , , , ,So,
U1D313,TETRAGRAM FOR PENETRATION, , , , ,So,
U1D314,TETRAGRAM FOR REACH, , , , ,So,
U1D315,TETRAGRAM FOR CONTACT, , , , ,So,
U1D316,TETRAGRAM FOR HOLDING BACK, , , , ,So,
U1D317,TETRAGRAM FOR WAITING, , , , ,So,
U1D318,TETRAGRAM FOR FOLLOWING, , , , ,So,
U1D319,TETRAGRAM FOR ADVANCE, , , , ,So,
U1D31A,TETRAGRAM FOR RELEASE, , , , ,So,
U1D31B,TETRAGRAM FOR RESISTANCE, , , , ,So,
U1D31C,TETRAGRAM FOR EASE, , , , ,So,
U1D31D,TETRAGRAM FOR JOY, , , , ,So,
U1D31E,TETRAGRAM FOR CONTENTION, , , , ,So,
U1D31F,TETRAGRAM FOR ENDEAVOUR, , , , ,So,
U1D320,TETRAGRAM FOR DUTIES, , , , ,So,
U1D321,TETRAGRAM FOR CHANGE, , , , ,So,
U1D322,TETRAGRAM FOR DECISIVENESS, , , , ,So,
U1D323,TETRAGRAM FOR BOLD RESOLUTION, , , , ,So,
U1D324,TETRAGRAM FOR PACKING, , , , ,So,
U1D325,TETRAGRAM FOR LEGION, , , , ,So,
U1D326,TETRAGRAM FOR CLOSENESS, , , , ,So,
U1D327,TETRAGRAM FOR KINSHIP, , , , ,So,
U1D328,TETRAGRAM FOR GATHERING, , , , ,So,
U1D329,TETRAGRAM FOR STRENGTH, , , , ,So,
U1D32A,TETRAGRAM FOR PURITY, , , , ,So,
U1D32B,TETRAGRAM FOR FULLNESS, , , , ,So,
U1D32C,TETRAGRAM FOR RESIDENCE, , , , ,So,
U1D32D,TETRAGRAM FOR LAW OR MODEL, , , , ,So,
U1D32E,TETRAGRAM FOR RESPONSE, , , , ,So,
U1D32F,TETRAGRAM FOR GOING TO MEET, , , , ,So,
U1D330,TETRAGRAM FOR ENCOUNTERS, , , , ,So,
U1D331,TETRAGRAM FOR STOVE, , , , ,So,
U1D332,TETRAGRAM FOR GREATNESS, , , , ,So,
U1D333,TETRAGRAM FOR ENLARGEMENT, , , , ,So,
U1D334,TETRAGRAM FOR PATTERN, , , , ,So,
U1D335,TETRAGRAM FOR RITUAL, , , , ,So,
U1D336,TETRAGRAM FOR FLIGHT, , , , ,So,
U1D337,TETRAGRAM FOR VASTNESS OR WASTING, , , , ,So,
U1D338,TETRAGRAM FOR CONSTANCY, , , , ,So,
U1D339,TETRAGRAM FOR MEASURE, , , , ,So,
U1D33A,TETRAGRAM FOR ETERNITY, , , , ,So,
U1D33B,TETRAGRAM FOR UNITY, , , , ,So,
U1D33C,TETRAGRAM FOR DIMINISHMENT, , , , ,So,
U1D33D,TETRAGRAM FOR CLOSED MOUTH, , , , ,So,
U1D33E,TETRAGRAM FOR GUARDEDNESS, , , , ,So,
U1D33F,TETRAGRAM FOR GATHERING IN, , , , ,So,
U1D340,TETRAGRAM FOR MASSING, , , , ,So,
U1D341,TETRAGRAM FOR ACCUMULATION, , , , ,So,
U1D342,TETRAGRAM FOR EMBELLISHMENT, , , , ,So,
U1D343,TETRAGRAM FOR DOUBT, , , , ,So,
U1D344,TETRAGRAM FOR WATCH, , , , ,So,
U1D345,TETRAGRAM FOR SINKING, , , , ,So,
U1D346,TETRAGRAM FOR INNER, , , , ,So,
U1D347,TETRAGRAM FOR DEPARTURE, , , , ,So,
U1D348,TETRAGRAM FOR DARKENING, , , , ,So,
U1D349,TETRAGRAM FOR DIMMING, , , , ,So,
U1D34A,TETRAGRAM FOR EXHAUSTION, , , , ,So,
U1D34B,TETRAGRAM FOR SEVERANCE, , , , ,So,
U1D34C,TETRAGRAM FOR STOPPAGE, , , , ,So,
U1D34D,TETRAGRAM FOR HARDNESS, , , , ,So,
U1D34E,TETRAGRAM FOR COMPLETION, , , , ,So,
U1D34F,TETRAGRAM FOR CLOSURE, , , , ,So,
U1D350,TETRAGRAM FOR FAILURE, , , , ,So,
U1D351,TETRAGRAM FOR AGGRAVATION, , , , ,So,
U1D352,TETRAGRAM FOR COMPLIANCE, , , , ,So,
U1D353,TETRAGRAM FOR ON THE VERGE, , , , ,So,
U1D354,TETRAGRAM FOR DIFFICULTIES, , , , ,So,
U1D355,TETRAGRAM FOR LABOURING, , , , ,So,
U1D356,TETRAGRAM FOR FOSTERING, , , , ,So,
U1D360,COUNTING ROD UNIT DIGIT ONE, , , , ,No,
U1D361,COUNTING ROD UNIT DIGIT TWO, , , , ,No,
U1D362,COUNTING ROD UNIT DIGIT THREE, , , , ,No,
U1D363,COUNTING ROD UNIT DIGIT FOUR, , , , ,No,
U1D364,COUNTING ROD UNIT DIGIT FIVE, , , , ,No,
U1D365,COUNTING ROD UNIT DIGIT SIX, , , , ,No,
U1D366,COUNTING ROD UNIT DIGIT SEVEN, , , , ,No,
U1D367,COUNTING ROD UNIT DIGIT EIGHT, , , , ,No,
U1D368,COUNTING ROD UNIT DIGIT NINE, , , , ,No,
U1D369,COUNTING ROD TENS DIGIT ONE, , , , ,No,
U1D36A,COUNTING ROD TENS DIGIT TWO, , , , ,No,
U1D36B,COUNTING ROD TENS DIGIT THREE, , , , ,No,
U1D36C,COUNTING ROD TENS DIGIT FOUR, , , , ,No,
U1D36D,COUNTING ROD TENS DIGIT FIVE, , , , ,No,
U1D36E,COUNTING ROD TENS DIGIT SIX, , , , ,No,
U1D36F,COUNTING ROD TENS DIGIT SEVEN, , , , ,No,
U1D370,COUNTING ROD TENS DIGIT EIGHT, , , , ,No,
U1D371,COUNTING ROD TENS DIGIT NINE, , , , ,No,
U1D400,MATHEMATICAL BOLD CAPITAL A, ,math,alphabetic,\mathbf{A},Lu,
U1D401,MATHEMATICAL BOLD CAPITAL B, ,math,alphabetic,\mathbf{B},Lu,
U1D402,MATHEMATICAL BOLD CAPITAL C, ,math,alphabetic,\mathbf{C},Lu,
U1D403,MATHEMATICAL BOLD CAPITAL D, ,math,alphabetic,\mathbf{D},Lu,
U1D404,MATHEMATICAL BOLD CAPITAL E, ,math,alphabetic,\mathbf{E},Lu,
U1D405,MATHEMATICAL BOLD CAPITAL F, ,math,alphabetic,\mathbf{F},Lu,
U1D406,MATHEMATICAL BOLD CAPITAL G, ,math,alphabetic,\mathbf{G},Lu,
U1D407,MATHEMATICAL BOLD CAPITAL H, ,math,alphabetic,\mathbf{H},Lu,
U1D408,MATHEMATICAL BOLD CAPITAL I, ,math,alphabetic,\mathbf{I},Lu,
U1D409,MATHEMATICAL BOLD CAPITAL J, ,math,alphabetic,\mathbf{J},Lu,
U1D40A,MATHEMATICAL BOLD CAPITAL K, ,math,alphabetic,\mathbf{K},Lu,
U1D40B,MATHEMATICAL BOLD CAPITAL L, ,math,alphabetic,\mathbf{L},Lu,
U1D40C,MATHEMATICAL BOLD CAPITAL M, ,math,alphabetic,\mathbf{M},Lu,
U1D40D,MATHEMATICAL BOLD CAPITAL N, ,math,alphabetic,\mathbf{N},Lu,
U1D40E,MATHEMATICAL BOLD CAPITAL O, ,math,alphabetic,\mathbf{O},Lu,
U1D40F,MATHEMATICAL BOLD CAPITAL P, ,math,alphabetic,\mathbf{P},Lu,
U1D410,MATHEMATICAL BOLD CAPITAL Q, ,math,alphabetic,\mathbf{Q},Lu,
U1D411,MATHEMATICAL BOLD CAPITAL R, ,math,alphabetic,\mathbf{R},Lu,
U1D412,MATHEMATICAL BOLD CAPITAL S, ,math,alphabetic,\mathbf{S},Lu,
U1D413,MATHEMATICAL BOLD CAPITAL T, ,math,alphabetic,\mathbf{T},Lu,
U1D414,MATHEMATICAL BOLD CAPITAL U, ,math,alphabetic,\mathbf{U},Lu,
U1D415,MATHEMATICAL BOLD CAPITAL V, ,math,alphabetic,\mathbf{V},Lu,
U1D416,MATHEMATICAL BOLD CAPITAL W, ,math,alphabetic,\mathbf{W},Lu,
U1D417,MATHEMATICAL BOLD CAPITAL X, ,math,alphabetic,\mathbf{X},Lu,
U1D418,MATHEMATICAL BOLD CAPITAL Y, ,math,alphabetic,\mathbf{Y},Lu,
U1D419,MATHEMATICAL BOLD CAPITAL Z, ,math,alphabetic,\mathbf{Z},Lu,
U1D41A,MATHEMATICAL BOLD SMALL A, ,math,alphabetic,\mathbf{a},Ll,
U1D41B,MATHEMATICAL BOLD SMALL B, ,math,alphabetic,\mathbf{b},Ll,
U1D41C,MATHEMATICAL BOLD SMALL C, ,math,alphabetic,\mathbf{c},Ll,
U1D41D,MATHEMATICAL BOLD SMALL D, ,math,alphabetic,\mathbf{d},Ll,
U1D41E,MATHEMATICAL BOLD SMALL E, ,math,alphabetic,\mathbf{e},Ll,
U1D41F,MATHEMATICAL BOLD SMALL F, ,math,alphabetic,\mathbf{f},Ll,
U1D420,MATHEMATICAL BOLD SMALL G, ,math,alphabetic,\mathbf{g},Ll,
U1D421,MATHEMATICAL BOLD SMALL H, ,math,alphabetic,\mathbf{h},Ll,
U1D422,MATHEMATICAL BOLD SMALL I, ,math,alphabetic,\mathbf{i},Ll,
U1D423,MATHEMATICAL BOLD SMALL J, ,math,alphabetic,\mathbf{j},Ll,
U1D424,MATHEMATICAL BOLD SMALL K, ,math,alphabetic,\mathbf{k},Ll,
U1D425,MATHEMATICAL BOLD SMALL L, ,math,alphabetic,\mathbf{l},Ll,
U1D426,MATHEMATICAL BOLD SMALL M, ,math,alphabetic,\mathbf{m},Ll,
U1D427,MATHEMATICAL BOLD SMALL N, ,math,alphabetic,\mathbf{n},Ll,
U1D428,MATHEMATICAL BOLD SMALL O, ,math,alphabetic,\mathbf{o},Ll,
U1D429,MATHEMATICAL BOLD SMALL P, ,math,alphabetic,\mathbf{p},Ll,
U1D42A,MATHEMATICAL BOLD SMALL Q, ,math,alphabetic,\mathbf{q},Ll,
U1D42B,MATHEMATICAL BOLD SMALL R, ,math,alphabetic,\mathbf{r},Ll,
U1D42C,MATHEMATICAL BOLD SMALL S, ,math,alphabetic,\mathbf{s},Ll,
U1D42D,MATHEMATICAL BOLD SMALL T, ,math,alphabetic,\mathbf{t},Ll,
U1D42E,MATHEMATICAL BOLD SMALL U, ,math,alphabetic,\mathbf{u},Ll,
U1D42F,MATHEMATICAL BOLD SMALL V, ,math,alphabetic,\mathbf{v},Ll,
U1D430,MATHEMATICAL BOLD SMALL W, ,math,alphabetic,\mathbf{w},Ll,
U1D431,MATHEMATICAL BOLD SMALL X, ,math,alphabetic,\mathbf{x},Ll,
U1D432,MATHEMATICAL BOLD SMALL Y, ,math,alphabetic,\mathbf{y},Ll,
U1D433,MATHEMATICAL BOLD SMALL Z, ,math,alphabetic,\mathbf{z},Ll,
U1D434,MATHEMATICAL ITALIC CAPITAL A, ,math,alphabetic,\mathmit{A},Lu,
U1D435,MATHEMATICAL ITALIC CAPITAL B, ,math,alphabetic,\mathmit{B},Lu,
U1D436,MATHEMATICAL ITALIC CAPITAL C, ,math,alphabetic,\mathmit{C},Lu,
U1D437,MATHEMATICAL ITALIC CAPITAL D, ,math,alphabetic,\mathmit{D},Lu,
U1D438,MATHEMATICAL ITALIC CAPITAL E, ,math,alphabetic,\mathmit{E},Lu,
U1D439,MATHEMATICAL ITALIC CAPITAL F, ,math,alphabetic,\mathmit{F},Lu,
U1D43A,MATHEMATICAL ITALIC CAPITAL G, ,math,alphabetic,\mathmit{G},Lu,
U1D43B,MATHEMATICAL ITALIC CAPITAL H, ,math,alphabetic,\mathmit{H},Lu,
U1D43C,MATHEMATICAL ITALIC CAPITAL I, ,math,alphabetic,\mathmit{I},Lu,
U1D43D,MATHEMATICAL ITALIC CAPITAL J, ,math,alphabetic,\mathmit{J},Lu,
U1D43E,MATHEMATICAL ITALIC CAPITAL K, ,math,alphabetic,\mathmit{K},Lu,
U1D43F,MATHEMATICAL ITALIC CAPITAL L, ,math,alphabetic,\mathmit{L},Lu,
U1D440,MATHEMATICAL ITALIC CAPITAL M, ,math,alphabetic,\mathmit{M},Lu,
U1D441,MATHEMATICAL ITALIC CAPITAL N, ,math,alphabetic,\mathmit{N},Lu,
U1D442,MATHEMATICAL ITALIC CAPITAL O, ,math,alphabetic,\mathmit{O},Lu,
U1D443,MATHEMATICAL ITALIC CAPITAL P, ,math,alphabetic,\mathmit{P},Lu,
U1D444,MATHEMATICAL ITALIC CAPITAL Q, ,math,alphabetic,\mathmit{Q},Lu,
U1D445,MATHEMATICAL ITALIC CAPITAL R, ,math,alphabetic,\mathmit{R},Lu,
U1D446,MATHEMATICAL ITALIC CAPITAL S, ,math,alphabetic,\mathmit{S},Lu,
U1D447,MATHEMATICAL ITALIC CAPITAL T, ,math,alphabetic,\mathmit{T},Lu,
U1D448,MATHEMATICAL ITALIC CAPITAL U, ,math,alphabetic,\mathmit{U},Lu,
U1D449,MATHEMATICAL ITALIC CAPITAL V, ,math,alphabetic,\mathmit{V},Lu,
U1D44A,MATHEMATICAL ITALIC CAPITAL W, ,math,alphabetic,\mathmit{W},Lu,
U1D44B,MATHEMATICAL ITALIC CAPITAL X, ,math,alphabetic,\mathmit{X},Lu,
U1D44C,MATHEMATICAL ITALIC CAPITAL Y, ,math,alphabetic,\mathmit{Y},Lu,
U1D44D,MATHEMATICAL ITALIC CAPITAL Z, ,math,alphabetic,\mathmit{Z},Lu,
U1D44E,MATHEMATICAL ITALIC SMALL A, ,math,alphabetic,\mathmit{a},Ll,
U1D44F,MATHEMATICAL ITALIC SMALL B, ,math,alphabetic,\mathmit{b},Ll,
U1D450,MATHEMATICAL ITALIC SMALL C, ,math,alphabetic,\mathmit{c},Ll,
U1D451,MATHEMATICAL ITALIC SMALL D, ,math,alphabetic,\mathmit{d},Ll,
U1D452,MATHEMATICAL ITALIC SMALL E, ,math,alphabetic,\mathmit{e},Ll,
U1D453,MATHEMATICAL ITALIC SMALL F,fnof,math,alphabetic,\mathmit{f},Ll,
U1D454,MATHEMATICAL ITALIC SMALL G, ,math,alphabetic,\mathmit{g},Ll,
U1D455,unassigned, ,math,alphabetic, , ,
U1D456,MATHEMATICAL ITALIC SMALL I, ,math,alphabetic,\mathmit{i},Ll,
U1D457,MATHEMATICAL ITALIC SMALL J, ,math,alphabetic,\mathmit{j},Ll,
U1D458,MATHEMATICAL ITALIC SMALL K, ,math,alphabetic,\mathmit{k},Ll,
U1D459,MATHEMATICAL ITALIC SMALL L, ,math,alphabetic,\mathmit{l},Ll,
U1D45A,MATHEMATICAL ITALIC SMALL M, ,math,alphabetic,\mathmit{m},Ll,
U1D45B,MATHEMATICAL ITALIC SMALL N, ,math,alphabetic,\mathmit{n},Ll,
U1D45C,MATHEMATICAL ITALIC SMALL O, ,math,alphabetic,\mathmit{o},Ll,
U1D45D,MATHEMATICAL ITALIC SMALL P, ,math,alphabetic,\mathmit{p},Ll,
U1D45E,MATHEMATICAL ITALIC SMALL Q, ,math,alphabetic,\mathmit{q},Ll,
U1D45F,MATHEMATICAL ITALIC SMALL R, ,math,alphabetic,\mathmit{r},Ll,
U1D460,MATHEMATICAL ITALIC SMALL S, ,math,alphabetic,\mathmit{s},Ll,
U1D461,MATHEMATICAL ITALIC SMALL T, ,math,alphabetic,\mathmit{t},Ll,
U1D462,MATHEMATICAL ITALIC SMALL U, ,math,alphabetic,\mathmit{u},Ll,
U1D463,MATHEMATICAL ITALIC SMALL V, ,math,alphabetic,\mathmit{v},Ll,
U1D464,MATHEMATICAL ITALIC SMALL W, ,math,alphabetic,\mathmit{w},Ll,
U1D465,MATHEMATICAL ITALIC SMALL X, ,math,alphabetic,\mathmit{x},Ll,
U1D466,MATHEMATICAL ITALIC SMALL Y, ,math,alphabetic,\mathmit{y},Ll,
U1D467,MATHEMATICAL ITALIC SMALL Z, ,math,alphabetic,\mathmit{z},Ll,
U1D468,MATHEMATICAL BOLD ITALIC CAPITAL A, ,math,alphabetic,\mathbit{A},Lu,
U1D469,MATHEMATICAL BOLD ITALIC CAPITAL B, ,math,alphabetic,\mathbit{B},Lu,
U1D46A,MATHEMATICAL BOLD ITALIC CAPITAL C, ,math,alphabetic,\mathbit{C},Lu,
U1D46B,MATHEMATICAL BOLD ITALIC CAPITAL D, ,math,alphabetic,\mathbit{D},Lu,
U1D46C,MATHEMATICAL BOLD ITALIC CAPITAL E, ,math,alphabetic,\mathbit{E},Lu,
U1D46D,MATHEMATICAL BOLD ITALIC CAPITAL F, ,math,alphabetic,\mathbit{F},Lu,
U1D46E,MATHEMATICAL BOLD ITALIC CAPITAL G, ,math,alphabetic,\mathbit{G},Lu,
U1D46F,MATHEMATICAL BOLD ITALIC CAPITAL H, ,math,alphabetic,\mathbit{H},Lu,
U1D470,MATHEMATICAL BOLD ITALIC CAPITAL I, ,math,alphabetic,\mathbit{I},Lu,
U1D471,MATHEMATICAL BOLD ITALIC CAPITAL J, ,math,alphabetic,\mathbit{J},Lu,
U1D472,MATHEMATICAL BOLD ITALIC CAPITAL K, ,math,alphabetic,\mathbit{K},Lu,
U1D473,MATHEMATICAL BOLD ITALIC CAPITAL L, ,math,alphabetic,\mathbit{L},Lu,
U1D474,MATHEMATICAL BOLD ITALIC CAPITAL M, ,math,alphabetic,\mathbit{M},Lu,
U1D475,MATHEMATICAL BOLD ITALIC CAPITAL N, ,math,alphabetic,\mathbit{N},Lu,
U1D476,MATHEMATICAL BOLD ITALIC CAPITAL O, ,math,alphabetic,\mathbit{O},Lu,
U1D477,MATHEMATICAL BOLD ITALIC CAPITAL P, ,math,alphabetic,\mathbit{P},Lu,
U1D478,MATHEMATICAL BOLD ITALIC CAPITAL Q, ,math,alphabetic,\mathbit{Q},Lu,
U1D479,MATHEMATICAL BOLD ITALIC CAPITAL R, ,math,alphabetic,\mathbit{R},Lu,
U1D47A,MATHEMATICAL BOLD ITALIC CAPITAL S, ,math,alphabetic,\mathbit{S},Lu,
U1D47B,MATHEMATICAL BOLD ITALIC CAPITAL T, ,math,alphabetic,\mathbit{T},Lu,
U1D47C,MATHEMATICAL BOLD ITALIC CAPITAL U, ,math,alphabetic,\mathbit{U},Lu,
U1D47D,MATHEMATICAL BOLD ITALIC CAPITAL V, ,math,alphabetic,\mathbit{V},Lu,
U1D47E,MATHEMATICAL BOLD ITALIC CAPITAL W, ,math,alphabetic,\mathbit{W},Lu,
U1D47F,MATHEMATICAL BOLD ITALIC CAPITAL X, ,math,alphabetic,\mathbit{X},Lu,
U1D480,MATHEMATICAL BOLD ITALIC CAPITAL Y, ,math,alphabetic,\mathbit{Y},Lu,
U1D481,MATHEMATICAL BOLD ITALIC CAPITAL Z, ,math,alphabetic,\mathbit{Z},Lu,
U1D482,MATHEMATICAL BOLD ITALIC SMALL A, ,math,alphabetic,\mathbit{a},Ll,
U1D483,MATHEMATICAL BOLD ITALIC SMALL B, ,math,alphabetic,\mathbit{b},Ll,
U1D484,MATHEMATICAL BOLD ITALIC SMALL C, ,math,alphabetic,\mathbit{c},Ll,
U1D485,MATHEMATICAL BOLD ITALIC SMALL D, ,math,alphabetic,\mathbit{d},Ll,
U1D486,MATHEMATICAL BOLD ITALIC SMALL E, ,math,alphabetic,\mathbit{e},Ll,
U1D487,MATHEMATICAL BOLD ITALIC SMALL F, ,math,alphabetic,\mathbit{f},Ll,
U1D488,MATHEMATICAL BOLD ITALIC SMALL G, ,math,alphabetic,\mathbit{g},Ll,
U1D489,MATHEMATICAL BOLD ITALIC SMALL H, ,math,alphabetic,\mathbit{h},Ll,
U1D48A,MATHEMATICAL BOLD ITALIC SMALL I, ,math,alphabetic,\mathbit{i},Ll,
U1D48B,MATHEMATICAL BOLD ITALIC SMALL J, ,math,alphabetic,\mathbit{j},Ll,
U1D48C,MATHEMATICAL BOLD ITALIC SMALL K, ,math,alphabetic,\mathbit{k},Ll,
U1D48D,MATHEMATICAL BOLD ITALIC SMALL L, ,math,alphabetic,\mathbit{l},Ll,
U1D48E,MATHEMATICAL BOLD ITALIC SMALL M, ,math,alphabetic,\mathbit{m},Ll,
U1D48F,MATHEMATICAL BOLD ITALIC SMALL N, ,math,alphabetic,\mathbit{n},Ll,
U1D490,MATHEMATICAL BOLD ITALIC SMALL O, ,math,alphabetic,\mathbit{o},Ll,
U1D491,MATHEMATICAL BOLD ITALIC SMALL P, ,math,alphabetic,\mathbit{p},Ll,
U1D492,MATHEMATICAL BOLD ITALIC SMALL Q, ,math,alphabetic,\mathbit{q},Ll,
U1D493,MATHEMATICAL BOLD ITALIC SMALL R, ,math,alphabetic,\mathbit{r},Ll,
U1D494,MATHEMATICAL BOLD ITALIC SMALL S, ,math,alphabetic,\mathbit{s},Ll,
U1D495,MATHEMATICAL BOLD ITALIC SMALL T, ,math,alphabetic,\mathbit{t},Ll,
U1D496,MATHEMATICAL BOLD ITALIC SMALL U, ,math,alphabetic,\mathbit{u},Ll,
U1D497,MATHEMATICAL BOLD ITALIC SMALL V, ,math,alphabetic,\mathbit{v},Ll,
U1D498,MATHEMATICAL BOLD ITALIC SMALL W, ,math,alphabetic,\mathbit{w},Ll,
U1D499,MATHEMATICAL BOLD ITALIC SMALL X, ,math,alphabetic,\mathbit{x},Ll,
U1D49A,MATHEMATICAL BOLD ITALIC SMALL Y, ,math,alphabetic,\mathbit{y},Ll,
U1D49B,MATHEMATICAL BOLD ITALIC SMALL Z, ,math,alphabetic,\mathbit{z},Ll,
U1D49C,MATHEMATICAL SCRIPT CAPITAL A,Ascr,math,alphabetic,\mathscr{A},Lu,
U1D49D,unassigned, ,math,alphabetic, , ,
U1D49E,MATHEMATICAL SCRIPT CAPITAL C,Cscr,math,alphabetic,\mathscr{C},Lu,
U1D49F,MATHEMATICAL SCRIPT CAPITAL D,Dscr,math,alphabetic,\mathscr{D},Lu,
U1D4A0,unassigned, ,math,alphabetic, , ,
U1D4A1,unassigned, ,math,alphabetic, , ,
U1D4A2,MATHEMATICAL SCRIPT CAPITAL G,Gscr,math,alphabetic,\mathscr{G},Lu,
U1D4A3,unassigned, ,math,alphabetic, , ,
U1D4A4,unassigned, ,math,alphabetic, , ,
U1D4A5,MATHEMATICAL SCRIPT CAPITAL J,Jscr,math,alphabetic,\mathscr{J},Lu,
U1D4A6,MATHEMATICAL SCRIPT CAPITAL K,Kscr,math,alphabetic,\mathscr{K},Lu,
U1D4A7,unassigned, ,math,alphabetic, , ,
U1D4A8,unassigned, ,math,alphabetic, , ,
U1D4A9,MATHEMATICAL SCRIPT CAPITAL N,Nscr,math,alphabetic,\mathscr{N},Lu,
U1D4AA,MATHEMATICAL SCRIPT CAPITAL O,Oscr,math,alphabetic,\mathscr{O},Lu,
U1D4AB,MATHEMATICAL SCRIPT CAPITAL P,Pscr,math,alphabetic,\mathscr{P},Lu,
U1D4AC,MATHEMATICAL SCRIPT CAPITAL Q,Qscr,math,alphabetic,\mathscr{Q},Lu,
U1D4AD,unassigned, ,math,alphabetic, , ,
U1D4AE,MATHEMATICAL SCRIPT CAPITAL S,Sscr,math,alphabetic,\mathscr{S},Lu,
U1D4AF,MATHEMATICAL SCRIPT CAPITAL T,Tscr,math,alphabetic,\mathscr{T},Lu,
U1D4B0,MATHEMATICAL SCRIPT CAPITAL U,Uscr,math,alphabetic,\mathscr{U},Lu,
U1D4B1,MATHEMATICAL SCRIPT CAPITAL V,Vscr,math,alphabetic,\mathscr{V},Lu,
U1D4B2,MATHEMATICAL SCRIPT CAPITAL W,Wscr,math,alphabetic,\mathscr{W},Lu,
U1D4B3,MATHEMATICAL SCRIPT CAPITAL X,Xscr,math,alphabetic,\mathscr{X},Lu,
U1D4B4,MATHEMATICAL SCRIPT CAPITAL Y,Yscr,math,alphabetic,\mathscr{Y},Lu,
U1D4B5,MATHEMATICAL SCRIPT CAPITAL Z,Zscr,math,alphabetic,\mathscr{Z},Lu,
U1D4B6,MATHEMATICAL SCRIPT SMALL A,ascr,math,alphabetic,\mathscr{a},Ll,
U1D4B7,MATHEMATICAL SCRIPT SMALL B,bscr,math,alphabetic,\mathscr{b},Ll,
U1D4B8,MATHEMATICAL SCRIPT SMALL C,cscr,math,alphabetic,\mathscr{c},Ll,
U1D4B9,MATHEMATICAL SCRIPT SMALL D,dscr,math,alphabetic,\mathscr{d},Ll,
U1D4BA,unassigned, ,math,alphabetic, , ,
U1D4BB,MATHEMATICAL SCRIPT SMALL F,fscr,math,alphabetic,\mathscr{f},Ll,
U1D4BC,unassigned, ,math,alphabetic, , ,
U1D4BD,MATHEMATICAL SCRIPT SMALL H,hscr,math,alphabetic,\mathscr{h},Ll,
U1D4BE,MATHEMATICAL SCRIPT SMALL I,iscr,math,alphabetic,\mathscr{i},Ll,
U1D4BF,MATHEMATICAL SCRIPT SMALL J,jscr,math,alphabetic,\mathscr{j},Ll,
U1D4C0,MATHEMATICAL SCRIPT SMALL K,kscr,math,alphabetic,\mathscr{k},Ll,
U1D4C1,MATHEMATICAL SCRIPT SMALL L,lscr,math,alphabetic,\mathscr{l},Ll,
U1D4C2,MATHEMATICAL SCRIPT SMALL M,mscr,math,alphabetic,\mathscr{m},Ll,
U1D4C3,MATHEMATICAL SCRIPT SMALL N,nscr,math,alphabetic,\mathscr{n},Ll,
U1D4C4,unassigned, ,math,alphabetic, , ,
U1D4C5,MATHEMATICAL SCRIPT SMALL P,pscr,math,alphabetic,\mathscr{p},Ll,
U1D4C6,MATHEMATICAL SCRIPT SMALL Q,qscr,math,alphabetic,\mathscr{q},Ll,
U1D4C7,MATHEMATICAL SCRIPT SMALL R,rscr,math,alphabetic,\mathscr{r},Ll,
U1D4C8,MATHEMATICAL SCRIPT SMALL S,sscr,math,alphabetic,\mathscr{s},Ll,
U1D4C9,MATHEMATICAL SCRIPT SMALL T,tscr,math,alphabetic,\mathscr{t},Ll,
U1D4CA,MATHEMATICAL SCRIPT SMALL U,uscr,math,alphabetic,\mathscr{u},Ll,
U1D4CB,MATHEMATICAL SCRIPT SMALL V,vscr,math,alphabetic,\mathscr{v},Ll,
U1D4CC,MATHEMATICAL SCRIPT SMALL W,wscr,math,alphabetic,\mathscr{w},Ll,
U1D4CD,MATHEMATICAL SCRIPT SMALL X,xscr,math,alphabetic,\mathscr{x},Ll,
U1D4CE,MATHEMATICAL SCRIPT SMALL Y,yscr,math,alphabetic,\mathscr{y},Ll,
U1D4CF,MATHEMATICAL SCRIPT SMALL Z,zscr,math,alphabetic,\mathscr{z},Ll,
U1D4D0,MATHEMATICAL BOLD SCRIPT CAPITAL A, ,math,alphabetic,\mathbcal{A},Lu,
U1D4D1,MATHEMATICAL BOLD SCRIPT CAPITAL B, ,math,alphabetic,\mathbcal{B},Lu,
U1D4D2,MATHEMATICAL BOLD SCRIPT CAPITAL C, ,math,alphabetic,\mathbcal{C},Lu,
U1D4D3,MATHEMATICAL BOLD SCRIPT CAPITAL D, ,math,alphabetic,\mathbcal{D},Lu,
U1D4D4,MATHEMATICAL BOLD SCRIPT CAPITAL E, ,math,alphabetic,\mathbcal{E},Lu,
U1D4D5,MATHEMATICAL BOLD SCRIPT CAPITAL F, ,math,alphabetic,\mathbcal{F},Lu,
U1D4D6,MATHEMATICAL BOLD SCRIPT CAPITAL G, ,math,alphabetic,\mathbcal{G},Lu,
U1D4D7,MATHEMATICAL BOLD SCRIPT CAPITAL H, ,math,alphabetic,\mathbcal{H},Lu,
U1D4D8,MATHEMATICAL BOLD SCRIPT CAPITAL I, ,math,alphabetic,\mathbcal{I},Lu,
U1D4D9,MATHEMATICAL BOLD SCRIPT CAPITAL J, ,math,alphabetic,\mathbcal{J},Lu,
U1D4DA,MATHEMATICAL BOLD SCRIPT CAPITAL K, ,math,alphabetic,\mathbcal{K},Lu,
U1D4DB,MATHEMATICAL BOLD SCRIPT CAPITAL L, ,math,alphabetic,\mathbcal{L},Lu,
