ID,UNICODE DESCRIPTION,Entity,mode,type,latex,category,op dict
U00000,NULL, ,unknown,other, ,Cc,
U00001,START OF HEADING, ,unknown,other, ,Cc,
U00002,START OF TEXT, ,unknown,other, ,Cc,
U00003,END OF TEXT, ,unknown,other, ,Cc,
U00004,END OF TRANSMISSION, ,unknown,other, ,Cc,
U00005,ENQUIRY, ,unknown,other, ,Cc,
U00006,ACKNOWLEDGE, ,unknown,other, ,Cc,
U00007,BELL, ,unknown,other, ,Cc,
U00008,BACKSPACE, ,unknown,other, ,Cc,
U00009,CHARACTER TABULATION,Tab,text,other, ,Cc,
U0000A,LINE FEED (LF),NewLine,text,other, ,Cc,
U0000B,LINE TABULATION, ,unknown,other, ,Cc,
U0000C,FORM FEED (FF), ,unknown,other, ,Cc,
U0000D,CARRIAGE RETURN (CR), ,text,other, ,Cc,
U0000E,SHIFT OUT, ,unknown,other, ,Cc,
U0000F,SHIFT IN, ,unknown,other, ,Cc,
U00010,DATA LINK ESCAPE, ,unknown,other, ,Cc,
U00011,DEVICE CONTROL ONE, ,unknown,other, ,Cc,
U00012,DEVICE CONTROL TWO, ,unknown,other, ,Cc,
U00013,DEVICE CONTROL THREE, ,unknown,other, ,Cc,
U00014,DEVICE CONTROL FOUR, ,unknown,other, ,Cc,
U00015,NEGATIVE ACKNOWLEDGE, ,unknown,other, ,Cc,
U00016,SYNCHRONOUS IDLE, ,unknown,other, ,Cc,
U00017,END OF TRANSMISSION BLOCK, ,unknown,other, ,Cc,
U00018,CANCEL, ,unknown,other, ,Cc,
U00019,END OF MEDIUM, ,unknown,other, ,Cc,
U0001A,SUBSTITUTE, ,unknown,other, ,Cc,
U0001B,ESCAPE, ,unknown,other, ,Cc,
U0001C,INFORMATION SEPARATOR FOUR, ,unknown,other, ,Cc,
U0001D,INFORMATION SEPARATOR THREE, ,unknown,other, ,Cc,
U0001E,INFORMATION SEPARATOR TWO, ,unknown,other, ,Cc,
U0001F,INFORMATION SEPARATOR ONE, ,unknown,other, ,Cc,
U00020,SPACE, ,text,other,\space,Zs,
U00021,EXCLAMATION MARK,excl,text,punctuation,!,Po,postfix
U00021-00021,MULTIPLE CHARACTER OPERATOR: !!, , , , , ,postfix
U00021-0003D,MULTIPLE CHARACTER OPERATOR: !=, , , , , ,infix
U00022,QUOTATION MARK,quot QUOT,text,other,"""",Po,postfix accent
U00023,NUMBER SIGN,num,text,normal,\#,Po,
U00024,DOLLAR SIGN,dollar,mixed,normal,\textdollar,Sc,
U00025,PERCENT SIGN,percnt,text,normal,\%,Po,infix
U00026,AMPERSAND,amp AMP,text,other,\&,Po,postfix
U00026-00026,MULTIPLE CHARACTER OPERATOR: &&, , , , , ,infix
U00027,APOSTROPHE,apos,text,other,\textquotesingle,Po,postfix accent
U00028,LEFT PARENTHESIS,lpar,text,opening,(,Ps,prefix symmetric fence stretchy
U00029,RIGHT PARENTHESIS,rpar,text,closing,),Pe,postfix symmetric fence stretchy
U0002A,ASTERISK,ast midast,math,other,\ast,Po,infix
U0002A-0002A,MULTIPLE CHARACTER OPERATOR: **, , , , , ,infix
U0002A-0003D,MULTIPLE CHARACTER OPERATOR: *=, , , , , ,infix
U0002B,PLUS SIGN,plus,math,binaryop,+,Sm,infix prefix
U0002B-0002B,MULTIPLE CHARACTER OPERATOR: ++, , , , , ,postfix
U0002B-0003D,MULTIPLE CHARACTER OPERATOR: +=, , , , , ,infix
U0002C,COMMA,comma,text,punctuation,",",Po,infix separator
U0002D,HYPHEN-MINUS, ,math,other,-,Pd,infix prefix
U0002D-0002D,MULTIPLE CHARACTER OPERATOR: --, , , , , ,postfix
U0002D-0003D,MULTIPLE CHARACTER OPERATOR: -=, , , , , ,infix
U0002D-0003E,MULTIPLE CHARACTER OPERATOR: ->, , , , , ,infix
U0002E,FULL STOP,period,text,punctuation,.,Po,infix
U0002E-0002E,MULTIPLE CHARACTER OPERATOR: .., , , , , ,postfix
U0002E-0002E-0002E,MULTIPLE CHARACTER OPERATOR: ..., , , , , ,postfix
U0002F,SOLIDUS,sol,text,other,/,Po,infix
U0002F-0002F,MULTIPLE CHARACTER OPERATOR: //, , , , , ,infix
U0002F-0003D,MULTIPLE CHARACTER OPERATOR: /=, , , , , ,infix
U00030,DIGIT ZERO, ,text,other,0,Nd,
U00031,DIGIT ONE, ,text,other,1,Nd,
U00032,DIGIT TWO, ,text,other,2,Nd,
U00033,DIGIT THREE, ,text,other,3,Nd,
U00034,DIGIT FOUR, ,text,other,4,Nd,
U00035,DIGIT FIVE, ,text,other,5,Nd,
U00036,DIGIT SIX, ,text,other,6,Nd,
U00037,DIGIT SEVEN, ,text,other,7,Nd,
U00038,DIGIT EIGHT, ,text,other,8,Nd,
U00039,DIGIT NINE, ,text,other,9,Nd,
U0003A,COLON,colon,text,punctuation,:,Po,infix
U0003A-0003D,MULTIPLE CHARACTER OPERATOR: :=, , , , , ,infix
U0003B,SEMICOLON,semi,math,punctuation,;,Po,infix separator
U0003C,LESS-THAN SIGN,lt LT,math,relation,<,Sm,infix
U0003C-0003D,MULTIPLE CHARACTER OPERATOR: <=, , , , , ,infix
U0003C-0003E,MULTIPLE CHARACTER OPERATOR: <>, , , , , ,infix
U0003C-020D2,LESS-THAN SIGN with vertical line,nvlt,unknown,other, , ,
U0003D,EQUALS SIGN,equals,text,relation,=,Sm,infix
U0003D-0003D,MULTIPLE CHARACTER OPERATOR: ==, , , , , ,infix
U0003D-020D2,EQUALS SIGN with vertical line, ,unknown,other, , ,
U0003D-020E5,EQUALS SIGN with reverse slash,bne,math,relation, , ,
U0003E,GREATER-THAN SIGN,gt GT,math,relation,>,Sm,infix
U0003E-0003D,MULTIPLE CHARACTER OPERATOR: >=, , , , , ,infix
U0003E-020D2,GREATER-THAN SIGN with vertical line,nvgt,unknown,other, , ,
U0003F,QUESTION MARK,quest,text,punctuation,?,Po,infix
U00040,COMMERCIAL AT,commat,text,normal,@,Po,infix
U00041,LATIN CAPITAL LETTER A, ,text,other,A,Lu,
U00042,LATIN CAPITAL LETTER B, ,text,other,B,Lu,
U00043,LATIN CAPITAL LETTER C, ,text,other,C,Lu,
U00044,LATIN CAPITAL LETTER D, ,text,other,D,Lu,
U00045,LATIN CAPITAL LETTER E, ,text,other,E,Lu,
U00046,LATIN CAPITAL LETTER F, ,text,other,F,Lu,
U00047,LATIN CAPITAL LETTER G, ,text,other,G,Lu,
U00048,LATIN CAPITAL LETTER H, ,text,other,H,Lu,
U00049,LATIN CAPITAL LETTER I, ,text,other,I,Lu,
U0004A,LATIN CAPITAL LETTER J, ,text,other,J,Lu,
U0004B,LATIN CAPITAL LETTER K, ,text,other,K,Lu,
U0004C,LATIN CAPITAL LETTER L, ,text,other,L,Lu,
U0004D,LATIN CAPITAL LETTER M, ,text,other,M,Lu,
U0004E,LATIN CAPITAL LETTER N, ,text,other,N,Lu,
U0004F,LATIN CAPITAL LETTER O, ,text,other,O,Lu,
U0005-00072,MULTIPLE CHARACTER OPERATOR: Pr, , , , , ,
U00050,LATIN CAPITAL LETTER P, ,text,other,P,Lu,
U00050-00072,MULTIPLE CHARACTER OPERATOR: Pr, , , , , ,
U00051,LATIN CAPITAL LETTER Q, ,text,other,Q,Lu,
U00052,LATIN CAPITAL LETTER R, ,text,other,R,Lu,
U00053,LATIN CAPITAL LETTER S, ,text,other,S,Lu,
U00054,LATIN CAPITAL LETTER T, ,text,other,T,Lu,
U00055,LATIN CAPITAL LETTER U, ,text,other,U,Lu,
U00056,LATIN CAPITAL LETTER V, ,text,other,V,Lu,
U00057,LATIN CAPITAL LETTER W, ,text,other,W,Lu,
U00058,LATIN CAPITAL LETTER X, ,text,other,X,Lu,
U00059,LATIN CAPITAL LETTER Y, ,text,other,Y,Lu,
U0005A,LATIN CAPITAL LETTER Z, ,text,other,Z,Lu,
U0005B,LEFT SQUARE BRACKET,lsqb lbrack,text,opening,[,Ps,prefix symmetric fence stretchy
U0005C,REVERSE SOLIDUS,bsol,mixed,normal,\textbackslash,Po,infix
U0005C-02282,"REVERSE SOLIDUS, SUBSET OF", ,math,relation, , ,
U0005D,RIGHT SQUARE BRACKET,rsqb rbrack,text,closing,],Pe,postfix symmetric fence stretchy
U0005E,CIRCUMFLEX ACCENT,Hat,text,other,\^{},Sk,postfix infix accent stretchy
U0005F,LOW LINE,lowbar UnderBar,math,other,\_,Pc,postfix infix accent stretchy
U00060,GRAVE ACCENT,grave DiacriticalGrave,text,other,\textasciigrave,Sk,postfix accent
U00061,LATIN SMALL LETTER A, ,text,other,a,Ll,
U00061-00062-00073,MULTIPLE CHARACTER OPERATOR: abs, , , , , ,
U00061-0006E-00064,MULTIPLE CHARACTER OPERATOR: and, , , , , ,
U00061-00072-00063-00063-0006F-00073,MULTIPLE CHARACTER OPERATOR: arccos, , , , , ,
U00061-00072-00063-00063-0006F-00073-00068,MULTIPLE CHARACTER OPERATOR: arccosh, , , , , ,
U00061-00072-00063-00063-0006F-00074,MULTIPLE CHARACTER OPERATOR: arccot, , , , , ,
U00061-00072-00063-00063-0006F-00074-00068,MULTIPLE CHARACTER OPERATOR: arccoth, , , , , ,
U00061-00072-00063-00063-00073-00063,MULTIPLE CHARACTER OPERATOR: arccsc, , , , , ,
U00061-00072-00063-00063-00073-00063-00068,MULTIPLE CHARACTER OPERATOR: arccsch, , , , , ,
U00061-00072-00063-00073-00065-00063,MULTIPLE CHARACTER OPERATOR: arcsec, , , , , ,
U00061-00072-00063-00073-00069-0006E,MULTIPLE CHARACTER OPERATOR: arcsin, , , , , ,
U00061-00072-00063-00073-00069-0006E-00068,MULTIPLE CHARACTER OPERATOR: arcsinh, , , , , ,
U00061-00072-00063-00074-00061-0006E,MULTIPLE CHARACTER OPERATOR: arctan, , , , , ,
U00061-00072-00063-00074-00061-0006E-00068,MULTIPLE CHARACTER OPERATOR: arctanh, , , , , ,
U00061-00072-00067,MULTIPLE CHARACTER OPERATOR: arg, , , , , ,
U00062,LATIN SMALL LETTER B, ,text,other,b,Ll,
U00063,LATIN SMALL LETTER C, ,text,other,c,Ll,
U00063-0006F-00073,MULTIPLE CHARACTER OPERATOR: cos, , , , , ,
U00063-0006F-00073-00068,MULTIPLE CHARACTER OPERATOR: cosh, , , , , ,
U00063-0006F-00074,MULTIPLE CHARACTER OPERATOR: cot, , , , , ,
U00063-0006F-00074-00068,MULTIPLE CHARACTER OPERATOR: coth, , , , , ,
U00063-00073-00063,MULTIPLE CHARACTER OPERATOR: csc, , , , , ,
U00063-00073-00063-00068,MULTIPLE CHARACTER OPERATOR: csch, , , , , ,
U00064,LATIN SMALL LETTER D, ,text,other,d,Ll,
U00064-00065-00067,MULTIPLE CHARACTER OPERATOR: deg, , , , , ,
U00064-00065-00074,MULTIPLE CHARACTER OPERATOR: det, , , , , ,
U00064-00069-0006D,MULTIPLE CHARACTER OPERATOR: dim, , , , , ,
U00065,LATIN SMALL LETTER E, ,text,other,e,Ll,
U00065-00078-00070,MULTIPLE CHARACTER OPERATOR: exp, , , , , ,
U00066,LATIN SMALL LETTER F, ,text,other,f,Ll,
U00066-0006A,fj ligature,fjlig,text,other,fj, ,
U00067,LATIN SMALL LETTER G, ,text,other,g,Ll,
U00067-00063-00064,MULTIPLE CHARACTER OPERATOR: gcd, , , , , ,
U00068,LATIN SMALL LETTER H, ,text,other,h,Ll,
U00068-0006F-0006D,MULTIPLE CHARACTER OPERATOR: hom, , , , , ,
U00069,LATIN SMALL LETTER I, ,text,other,i,Ll,
U00069-0006E-00066,MULTIPLE CHARACTER OPERATOR: inf, , , , , ,
U0006A,LATIN SMALL LETTER J, ,text,other,j,Ll,
U0006B,LATIN SMALL LETTER K, ,text,other,k,Ll,
U0006B-00065-00072,MULTIPLE CHARACTER OPERATOR: ker, , , , , ,
U0006C,LATIN SMALL LETTER L, ,text,other,l,Ll,
U0006C-00067,MULTIPLE CHARACTER OPERATOR: lg, , , , , ,
U0006C-00069-0006D,MULTIPLE CHARACTER OPERATOR: lim, , , , , ,
U0006C-00069-0006D-00069-0006E-00066,MULTIPLE CHARACTER OPERATOR: liminf, , , , , ,
U0006C-00069-0006D-00073-00075-0007,MULTIPLE CHARACTER OPERATOR: limsup, , , , , ,
U0006C-00069-0006D-00073-00075-00070,MULTIPLE CHARACTER OPERATOR: limsup, , , , , ,
U0006C-0006E,MULTIPLE CHARACTER OPERATOR: ln, , , , , ,
U0006C-0006F-00067,MULTIPLE CHARACTER OPERATOR: log, , , , , ,
U0006D,LATIN SMALL LETTER M, ,text,other,m,Ll,
U0006D-00061-00078,MULTIPLE CHARACTER OPERATOR: max, , , , , ,
U0006D-00065-00061-0006E,MULTIPLE CHARACTER OPERATOR: mean, , , , , ,
U0006D-00065-00064-00069-00061-0006E,MULTIPLE CHARACTER OPERATOR: median, , , , , ,
U0006D-00069-0006E,MULTIPLE CHARACTER OPERATOR: min, , , , , ,
U0006D-0006F-00064,MULTIPLE CHARACTER OPERATOR: mod, , , , , ,
U0006D-0006F-00064-00065,MULTIPLE CHARACTER OPERATOR: mode, , , , , ,
U0006E,LATIN SMALL LETTER N, ,text,other,n,Ll,
U0006F,LATIN SMALL LETTER O, ,text,other,o,Ll,
U0006F-00072,MULTIPLE CHARACTER OPERATOR: or, , , , , ,
U00070,LATIN SMALL LETTER P, ,text,other,p,Ll,
U00071,LATIN SMALL LETTER Q, ,text,other,q,Ll,
U00072,LATIN SMALL LETTER R, ,text,other,r,Ll,
U00073,LATIN SMALL LETTER S, ,text,other,s,Ll,
U00073-00065-00063,MULTIPLE CHARACTER OPERATOR: sec, , , , , ,
U00073-00069-0006E,MULTIPLE CHARACTER OPERATOR: sin, , , , , ,
U00073-00069-0006E-00068,MULTIPLE CHARACTER OPERATOR: sinh, , , , , ,
U00073-00075-0007,MULTIPLE CHARACTER OPERATOR: sup, , , , , ,
U00073-00075-00070,MULTIPLE CHARACTER OPERATOR: sup, , , , , ,
U00074,LATIN SMALL LETTER T, ,text,other,t,Ll,
U00074-00061-0006E,MULTIPLE CHARACTER OPERATOR: tan, , , , , ,
U00074-00061-0006E-00068,MULTIPLE CHARACTER OPERATOR: tanh, , , , , ,
U00075,LATIN SMALL LETTER U, ,text,other,u,Ll,
U00076,LATIN SMALL LETTER V, ,text,other,v,Ll,
U00077,LATIN SMALL LETTER W, ,text,other,w,Ll,
U00078,LATIN SMALL LETTER X, ,text,other,x,Ll,
U00078-0006F-00072,MULTIPLE CHARACTER OPERATOR: xor, , , , , ,
U00079,LATIN SMALL LETTER Y, ,text,other,y,Ll,
U0007A,LATIN SMALL LETTER Z, ,text,other,z,Ll,
U0007B,LEFT CURLY BRACKET,lcub lbrace,math,opening,\lbrace,Ps,prefix symmetric fence stretchy
U0007C,VERTICAL LINE,verbar vert VerticalLine,math,other,\vert,Sm,infix prefix postfix stretchy symmetric fence symmetric fence stretchy symmetric fence stretchy
U0007C-0007C,MULTIPLE CHARACTER OPERATOR: ||, , , , , ,infix prefix postfix stretchy symmetric fence symmetric fence stretchy symmetric fence stretchy
U0007C-0007C-0007C,MULTIPLE CHARACTER OPERATOR: |||, , , , , ,infix prefix postfix stretchy symmetric fence symmetric fence stretchy symmetric fence stretchy
U0007D,RIGHT CURLY BRACKET,rcub rbrace,math,closing,\rbrace,Pe,postfix symmetric fence stretchy
U0007E,TILDE, ,text,other,\textasciitilde,Sm,postfix accent stretchy
U0007F,DELETE, ,unknown,other, ,Cc,
U00080,, ,unknown,other, ,Cc,
U00081,, ,unknown,other, ,Cc,
U00082,BREAK PERMITTED HERE, ,unknown,other, ,Cc,
U00083,NO BREAK HERE, ,unknown,other, ,Cc,
U00084,, ,unknown,other, ,Cc,
U00085,NEXT LINE (NEL), ,unknown,other, ,Cc,
U00086,START OF SELECTED AREA, ,unknown,other, ,Cc,
U00087,END OF SELECTED AREA, ,unknown,other, ,Cc,
U00088,CHARACTER TABULATION SET, ,unknown,other, ,Cc,
U00089,CHARACTER TABULATION WITH JUSTIFICATION, ,unknown,other, ,Cc,
U0008A,LINE TABULATION SET, ,unknown,other, ,Cc,
U0008B,PARTIAL LINE FORWARD, ,unknown,other, ,Cc,
U0008C,PARTIAL LINE BACKWARD, ,unknown,other, ,Cc,
U0008D,REVERSE LINE FEED, ,unknown,other, ,Cc,
U0008E,SINGLE SHIFT TWO, ,unknown,other, ,Cc,
U0008F,SINGLE SHIFT THREE, ,unknown,other, ,Cc,
U00090,DEVICE CONTROL STRING, ,unknown,other, ,Cc,
U00091,PRIVATE USE ONE, ,unknown,other, ,Cc,
U00092,PRIVATE USE TWO, ,unknown,other, ,Cc,
U00093,SET TRANSMIT STATE, ,unknown,other, ,Cc,
U00094,CANCEL CHARACTER, ,unknown,other, ,Cc,
U00095,MESSAGE WAITING, ,unknown,other, ,Cc,
U00096,START OF GUARDED AREA, ,unknown,other, ,Cc,
U00097,END OF GUARDED AREA, ,unknown,other, ,Cc,
U00098,START OF STRING, ,unknown,other, ,Cc,
U00099,, ,unknown,other, ,Cc,
U0009A,SINGLE CHARACTER INTRODUCER, ,unknown,other, ,Cc,
U0009B,CONTROL SEQUENCE INTRODUCER, ,unknown,other, ,Cc,
U0009C,STRING TERMINATOR, ,unknown,other, ,Cc,
U0009D,OPERATING SYSTEM COMMAND, ,unknown,other, ,Cc,
U0009E,PRIVACY MESSAGE, ,unknown,other, ,Cc,
U0009F,APPLICATION PROGRAM COMMAND, ,unknown,other, ,Cc,
U000A0,NO-BREAK SPACE,nbsp NonBreakingSpace,math,other,~,Zs,
U000A1,INVERTED EXCLAMATION MARK,iexcl,text,punctuation,\textexclamdown,Po,
U000A2,CENT SIGN,cent,mixed,normal,\textcent,Sc,
U000A3,POUND SIGN,pound,mixed,normal,\textsterling,Sc,
U000A4,CURRENCY SIGN,curren,mixed,normal,\textcurrency,Sc,
U000A5,YEN SIGN,yen,mixed,normal,\textyen,Sc,
U000A6,BROKEN BAR,brvbar,text,normal,\textbrokenbar,So,
U000A7,SECTION SIGN,sect,mixed,normal,\textsection,So,
U000A8,DIAERESIS,Dot die DoubleDot uml,text,other,\textasciidieresis,Sk,postfix accent
U000A9,COPYRIGHT SIGN,copy COPY,mixed,normal,\textcopyright,So,
U000AA,FEMININE ORDINAL INDICATOR,ordf,text,other,\textordfeminine,Ll,postfix accent
U000AB,LEFT-POINTING DOUBLE ANGLE QUOTATION MARK,laquo,mixed,opening,\guillemotleft,Pi,
U000AC,NOT SIGN,not,math,normal,\lnot,Sm,prefix
U000AD,SOFT HYPHEN,shy,math,other,\-,Cf,
U000AE,REGISTERED SIGN,reg circledR REG,mixed,normal,\textregistered,So,
U000AF,MACRON,macr strns,text,other,\textasciimacron,Sk,postfix accent stretchy
U000B0,DEGREE SIGN,deg,mixed,other,\textdegree,So,postfix
U000B1,PLUS-MINUS SIGN,plusmn pm PlusMinus,math,binaryop,\pm,Sm,infix prefix
U000B2,SUPERSCRIPT TWO,sup2,math,other,{^2},No,postfix accent
U000B3,SUPERSCRIPT THREE,sup3,math,other,{^3},No,postfix accent
U000B4,ACUTE ACCENT,acute DiacriticalAcute,text,other,\textasciiacute,Sk,postfix accent
U000B5,MICRO SIGN,micro,math,normal,\mathrm{\mu},Ll,
U000B6,PILCROW SIGN,para,mixed,normal,\textparagraph,So,
U000B7,MIDDLE DOT,middot centerdot CenterDot,math,binaryop,\cdot,Po,infix
U000B8,CEDILLA,cedil Cedilla,mixed,other,\c{},Sk,postfix accent
U000B9,SUPERSCRIPT ONE,sup1,math,other,{^1},No,postfix accent
U000BA,MASCULINE ORDINAL INDICATOR,ordm,text,other,\textordmasculine,Ll,postfix accent
U000BB,RIGHT-POINTING DOUBLE ANGLE QUOTATION MARK,raquo,mixed,closing,\guillemotright,Pf,
U000BC,VULGAR FRACTION ONE QUARTER,frac14,text,other,\textonequarter,No,
U000BD,VULGAR FRACTION ONE HALF,frac12 half,text,other,\textonehalf,No,
U000BE,VULGAR FRACTION THREE QUARTERS,frac34,text,other,\textthreequarters,No,
U000BF,INVERTED QUESTION MARK,iquest,text,punctuation,\textquestiondown,Po,
U000C0,LATIN CAPITAL LETTER A WITH GRAVE,Agrave,mixed,other,\`{A},Lu,
U000C1,LATIN CAPITAL LETTER A WITH ACUTE,Aacute,mixed,other,\'{A},Lu,
U000C2,LATIN CAPITAL LETTER A WITH CIRCUMFLEX,Acirc,mixed,other,\^{A},Lu,
U000C3,LATIN CAPITAL LETTER A WITH TILDE,Atilde,mixed,other,\~{A},Lu,
U000C4,LATIN CAPITAL LETTER A WITH DIAERESIS,Auml,mixed,other,"\""{A}",Lu,
U000C5,LATIN CAPITAL LETTER A WITH RING ABOVE,Aring angst,text,other,\AA,Lu,
U000C6,LATIN CAPITAL LETTER AE,AElig,text,alphabetic,\AE,Lu,
U000C7,LATIN CAPITAL LETTER C WITH CEDILLA,Ccedil,mixed,other,\c{C},Lu,
U000C8,LATIN CAPITAL LETTER E WITH GRAVE,Egrave,mixed,other,\`{E},Lu,
U000C9,LATIN CAPITAL LETTER E WITH ACUTE,Eacute,mixed,other,\'{E},Lu,
U000CA,LATIN CAPITAL LETTER E WITH CIRCUMFLEX,Ecirc,mixed,other,\^{E},Lu,
U000CB,LATIN CAPITAL LETTER E WITH DIAERESIS,Euml,mixed,other,"\""{E}",Lu,
U000CC,LATIN CAPITAL LETTER I WITH GRAVE,Igrave,mixed,other,\`{I},Lu,
U000CD,LATIN CAPITAL LETTER I WITH ACUTE,Iacute,mixed,other,\'{I},Lu,
U000CE,LATIN CAPITAL LETTER I WITH CIRCUMFLEX,Icirc,mixed,other,\^{I},Lu,
U000CF,LATIN CAPITAL LETTER I WITH DIAERESIS,Iuml,mixed,other,"\""{I}",Lu,
U000D0,LATIN CAPITAL LETTER ETH,ETH,text,alphabetic,\DH,Lu,
U000D1,LATIN CAPITAL LETTER N WITH TILDE,Ntilde,mixed,other,\~{N},Lu,
U000D2,LATIN CAPITAL LETTER O WITH GRAVE,Ograve,mixed,other,\`{O},Lu,
U000D3,LATIN CAPITAL LETTER O WITH ACUTE,Oacute,mixed,other,\'{O},Lu,
U000D4,LATIN CAPITAL LETTER O WITH CIRCUMFLEX,Ocirc,mixed,other,\^{O},Lu,
U000D5,LATIN CAPITAL LETTER O WITH TILDE,Otilde,mixed,other,\~{O},Lu,
U000D6,LATIN CAPITAL LETTER O WITH DIAERESIS,Ouml,mixed,other,"\""{O}",Lu,
U000D7,MULTIPLICATION SIGN,times,mixed,binaryop,\texttimes,Sm,infix
U000D8,LATIN CAPITAL LETTER O WITH STROKE,Oslash,text,alphabetic,\O,Lu,
U000D9,LATIN CAPITAL LETTER U WITH GRAVE,Ugrave,mixed,other,\`{U},Lu,
U000DA,LATIN CAPITAL LETTER U WITH ACUTE,Uacute,mixed,other,\'{U},Lu,
U000DB,LATIN CAPITAL LETTER U WITH CIRCUMFLEX,Ucirc,mixed,other,\^{U},Lu,
U000DC,LATIN CAPITAL LETTER U WITH DIAERESIS,Uuml,mixed,other,"\""{U}",Lu,
U000DD,LATIN CAPITAL LETTER Y WITH ACUTE,Yacute,mixed,other,\'{Y},Lu,
U000DE,LATIN CAPITAL LETTER THORN,THORN,text,alphabetic,\TH,Lu,
U000DF,LATIN SMALL LETTER SHARP S,szlig,text,alphabetic,\ss,Ll,
U000E0,LATIN SMALL LETTER A WITH GRAVE,agrave,mixed,other,\`{a},Ll,
U000E1,LATIN SMALL LETTER A WITH ACUTE,aacute,mixed,other,\'{a},Ll,
U000E2,LATIN SMALL LETTER A WITH CIRCUMFLEX,acirc,mixed,other,\^{a},Ll,
U000E3,LATIN SMALL LETTER A WITH TILDE,atilde,mixed,other,\~{a},Ll,
U000E4,LATIN SMALL LETTER A WITH DIAERESIS,auml,mixed,other,"\""{a}",Ll,
U000E5,LATIN SMALL LETTER A WITH RING ABOVE,aring,text,other,\aa,Ll,
U000E6,LATIN SMALL LETTER AE,aelig,text,alphabetic,\ae,Ll,
U000E7,LATIN SMALL LETTER C WITH CEDILLA,ccedil,mixed,alphabetic,\c{c},Ll,
U000E8,LATIN SMALL LETTER E WITH GRAVE,egrave,mixed,other,\`{e},Ll,
U000E9,LATIN SMALL LETTER E WITH ACUTE,eacute,mixed,other,\'{e},Ll,
U000EA,LATIN SMALL LETTER E WITH CIRCUMFLEX,ecirc,mixed,other,\^{e},Ll,
U000EB,LATIN SMALL LETTER E WITH DIAERESIS,euml,mixed,other,"\""{e}",Ll,
U000EC,LATIN SMALL LETTER I WITH GRAVE,igrave,mixed,other,\`{\i},Ll,
U000ED,LATIN SMALL LETTER I WITH ACUTE,iacute,mixed,other,\'{\i},Ll,
U000EE,LATIN SMALL LETTER I WITH CIRCUMFLEX,icirc,mixed,other,\^{\i},Ll,
U000EF,LATIN SMALL LETTER I WITH DIAERESIS,iuml,mixed,other,"\""{\i}",Ll,
U000F0,LATIN SMALL LETTER ETH,eth,text,alphabetic,\dh,Ll,
U000F1,LATIN SMALL LETTER N WITH TILDE,ntilde,mixed,alphabetic,\~{n},Ll,
U000F2,LATIN SMALL LETTER O WITH GRAVE,ograve,mixed,other,\`{o},Ll,
U000F3,LATIN SMALL LETTER O WITH ACUTE,oacute,mixed,other,\'{o},Ll,
U000F4,LATIN SMALL LETTER O WITH CIRCUMFLEX,ocirc,mixed,other,\^{o},Ll,
U000F5,LATIN SMALL LETTER O WITH TILDE,otilde,mixed,other,\~{o},Ll,
U000F6,LATIN SMALL LETTER O WITH DIAERESIS,ouml,mixed,other,"\""{o}",Ll,
U000F7,DIVISION SIGN,divide div,math,binaryop,\div,Sm,infix
U000F8,LATIN SMALL LETTER O WITH STROKE,oslash,text,alphabetic,\o,Ll,
U000F9,LATIN SMALL LETTER U WITH GRAVE,ugrave,mixed,other,\`{u},Ll,
U000FA,LATIN SMALL LETTER U WITH ACUTE,uacute,mixed,other,\'{u},Ll,
U000FB,LATIN SMALL LETTER U WITH CIRCUMFLEX,ucirc,mixed,other,\^{u},Ll,
U000FC,LATIN SMALL LETTER U WITH DIAERESIS,uuml,mixed,other,"\""{u}",Ll,
U000FD,LATIN SMALL LETTER Y WITH ACUTE,yacute,mixed,other,\'{y},Ll,
U000FE,LATIN SMALL LETTER THORN,thorn,text,alphabetic,\th,Ll,
U000FF,LATIN SMALL LETTER Y WITH DIAERESIS,yuml,mixed,other,"\""{y}",Ll,
U00100,LATIN CAPITAL LETTER A WITH MACRON,Amacr,mixed,other,\={A},Lu,
U00101,LATIN SMALL LETTER A WITH MACRON,amacr,mixed,other,\={a},Ll,
U00102,LATIN CAPITAL LETTER A WITH BREVE,Abreve,mixed,other,\u{A},Lu,
U00103,LATIN SMALL LETTER A WITH BREVE,abreve,mixed,other,\u{a},Ll,
U00104,LATIN CAPITAL LETTER A WITH OGONEK,Aogon,text,other,\k{A},Lu,
U00105,LATIN SMALL LETTER A WITH OGONEK,aogon,text,other,\k{a},Ll,
U00106,LATIN CAPITAL LETTER C WITH ACUTE,Cacute,mixed,other,\'{C},Lu,
U00107,LATIN SMALL LETTER C WITH ACUTE,cacute,mixed,other,\'{c},Ll,
U00108,LATIN CAPITAL LETTER C WITH CIRCUMFLEX,Ccirc,mixed,other,\^{C},Lu,
U00109,LATIN SMALL LETTER C WITH CIRCUMFLEX,ccirc,mixed,other,\^{c},Ll,
U0010A,LATIN CAPITAL LETTER C WITH DOT ABOVE,Cdot,mixed,other,\.{C},Lu,
U0010B,LATIN SMALL LETTER C WITH DOT ABOVE,cdot,mixed,other,\.{c},Ll,
U0010C,LATIN CAPITAL LETTER C WITH CARON,Ccaron,mixed,other,\v{C},Lu,
U0010D,LATIN SMALL LETTER C WITH CARON,ccaron,mixed,alphabetic,\v{c},Ll,
U0010E,LATIN CAPITAL LETTER D WITH CARON,Dcaron,mixed,other,\v{D},Lu,
