variants
"詰,诘"
"話,话"
"該,该"
"詳,详"
"詵,侁"
"詼,诙"
"誅,诛"
"誇,夸"
"認,认"
"誑,诳"
"誕,诞"
"誘,诱"
"誚,诮"
"語,语"
"誠,诚"
"誡,诫"
"誣,诬"
"誤,误"
"誥,诰"
"誦,诵"
"誨,诲"
"說,说,説"
"誰,谁"
"課,课"
"誹,诽"
"誼,谊"
"調,调"
"諂,谄"
"諄,谆"
"諉,诿"
"請,请"
"諍,诤"
"諒,谅"
"論,论"
"諛,谀"
"諜,谍"
"諡,謚,谥"
"諤,谔"
"諦,谛"
"諧,谐"
"諫,諌,谏"
"諭,谕"
"諮,咨"
"諱,讳"
"諳,谙"
"諶,谌"
"諷,讽"
"諸,诸"
"諺,谚"
"諾,诺"
"謀,谋"
"謁,谒"
"謂,谓"
"謄,誊"
"謊,谎"
"謎,谜"
"謐,谧"
"謔,谑"
"謖,谡"
"謗,谤"
"謙,谦"
"講,讲"
"謝,谢"
"謠,谣,謡"
"謨,谟"
"謬,谬"
"謳,讴"
"謹,谨"
"謾,谩"
"證,証,证"
"譎,谲"
"譏,讥"
"識,识"
"譙,谯"
"譚,談,谈,谭"
"譜,谱"
"警,儆"
"譯,译,訳"
"議,议"
"譴,谴"
"護,护"
"譽,誉"
"讀,读,読"
"變,变,変"
"讒,谗"
"讓,让,譲"
"讖,谶"
"讚,贊,赞,賛,讃"
"讜,谠"
"诌,謅"
"谮,譖"
"谷,穀"
"豆,荳"
"豈,岂"
"豎,竪,竖"
"豐,丰,豊"
"豔,艷,艶,艳"
"象,像"
"豬,猪"
"貉,狢"
"貓,猫"
"貘,獏"
"貝,贝"
"貞,贞"
"負,负"
"貢,贡"
"貧,贫"
"貨,货"
"販,贩"
"貪,贪"
"貫,贯"
"責,责"
"貯,贮"
"貲,赀"
"貴,贵"
"貶,贬"
"買,买"
"貸,贷"
"費,费"
"貼,贴"
"貽,贻"
"貿,贸"
"賀,贺"
"賁,贲"
"賂,赂"
"賃,赁"
"賄,贿"
"賅,赅"
"資,资"
"賈,贾"
"賊,贼"
"賑,赈"
"賒,赊"
"賓,宾"
"賚,赉"
"賜,赐"
"賞,赏"
"賠,赔"
"賡,赓"
"賢,贤"
"賣,卖,売"
"賤,贱,賎"
"賦,赋"
"質,质"
"賭,赌"
"賴,赖,頼"
"賺,赚"
"購,购"
"賽,赛"
"贄,贽"
"贅,赘"
"贇,赟"
"贈,赠"
"贋,贗,赝"
"贍,赡"
"贏,赢"
"贓,赃"
"贖,赎"
"贛,赣"
"趕,赶"
"趙,赵"
"趟,蹚"
"趨,趋"
"跡,蹟,迹"
"踊,踴"
"踏,蹋"
"踐,践"
"踩,踹"
"踭,㬹"
"蹌,跄"
"蹠,跖"
"蹣,蹒"
"蹤,踪"
"蹺,蹻,跷"
"蹿,躥"
"躉,趸"
"躊,踌"
"躋,跻"
"躍,跃"
"躑,踯"
"躕,蹰"
"躡,蹑"
"躪,躙,躏"
"軀,躯"
"車,车"
"軋,轧"
"軌,轨"
"軍,军"
"軒,轩"
"軔,轫"
"軛,轭"
"軟,软"
"軫,轸"
"軸,轴"
"軼,轶"
"軾,轼"
"較,较"
"載,载"
"輒,辄"
"輔,辅"
"輕,轻,軽"
"輛,辆,輌"
"輜,辎"
"輝,煇,辉"
"輟,辍"
"輥,辊"
"輦,辇"
"輩,辈"
"輪,轮"
"輯,辑"
"輸,输"
"輻,辐"
"輾,辗"
"輿,舆,轝"
"轂,轱,軲"
"轄,辖"
"轅,辕"
"轆,辘"
"轉,转,転"
"轍,辙"
"轎,轿"
"轟,轰"
"轡,辔"
"轢,轹"
"辦,办"
"辭,辞"
"辮,辫"
"農,农"
"迤,迆"
"迥,逈"
"迭,疊,叠,畳"
"逕,徑,径,俓,迳"
"這,这"
"連,连"
"逮,迨"
"進,进"
"逾,踰"
"遁,遯"
"遇,迂"
"運,运"
"遍,徧"
"過,过"
"遑,徨"
"達,达,逹"
"違,违"
"遙,遥"
"遜,逊"
"遞,递,逓"
"遠,远"
"適,适"
"遭,糟,蹧"
"遲,迟,遅"
"遷,迁"
"選,选"
"遺,遗"
"遼,辽"
"邁,迈"
"還,还"
"邇,迩"
"邊,边,辺,邉"
"邏,逻"
"郁,鬱,欝"
"郎,郞"
"郵,邮"
"鄉,乡,郷,鄕"
"鄒,邹"
"鄘,墉"
"鄧,邓"
"鄭,郑"
"鄰,隣,邻"
"鄲,郸"
"鄴,邺"
"鄺,邝"
"酈,郦"
"酋,酉"
"酸,痠"
"醃,腌"
"醉,酔"
"醋,酢"
"醒,惺"
"醞,酝"
"醫,医"
"醬,酱,醤"
"醱,醗"
"釀,酿,醸"
"釁,衅"
"釅,酽"
"采,採,埰,寀"
"釋,释,釈"
"里,裏,裡"
"野,埜"
"釗,钊"
"釘,钉"
"釣,钓"
"釧,钏"
"釩,钒"
"釵,钗"
"鈉,钠"
"鈍,钝"
"鈑,钣"
"鈔,钞"
"鈕,钮"
"鈞,钧"
"鈣,钙"
"鈦,钛"
"鈴,铃"
"鈷,钴"
"鈸,钹"
"鈺,钰"
"鈾,铀"
"鈿,钿"
"鉀,钾"
"鉈,砣,铊"
"鉉,铉"
"鉑,铂"
"鉗,箝,钳"
"鉚,铆"
"鉛,铅"
"鉤,鈎,钩"
"鉬,钼"
"鉸,铰"
"鉻,铬"
"銀,银"
"銃,铳"
"銅,铜"
"銑,铣"
"銓,铨"
"銖,铢"
"銘,铭"
"銜,啣,衔"
"銨,铵"
"銫,铯"
"銬,铐"
"銳,锐,鋭"
"銷,销"
"銹,鏽,锈"
"銻,锑"
"銼,剉,锉"
"鋁,铝"
"鋃,锒"
"鋅,锌"
"鋇,钡"
"鋌,铤"
"鋒,锋"
"鋤,锄"
"鋪,舖,铺,舗"
"鋰,锂"
"鋸,锯"
"鋼,钢"
"錄,录,録"
"錐,锥"
"錕,锟"
"錘,鎚,锤"
"錙,锱"
"錚,铮"
"錠,锭"
"錢,钱,銭"
"錦,锦"
"錨,锚"
"錫,鍚,锡"
"錮,锢"
"錯,错"
"錳,锰"
"鍇,锴"
"鍋,锅"
"鍍,镀"
"鍔,锷"
"鍛,锻,煅"
"鍥,锲"
"鍬,锹"
"鍵,键"
"鍾,鐘,钟,锺"
"鎂,镁"
"鎊,镑"
"鎖,锁"
"鎘,镉"
"鎢,钨"
"鎧,铠"
"鎬,镐"
"鎮,鎭,镇"
"鎳,镍"
"鏈,链"
"鏗,铿"
"鏘,锵"
"鏜,镗"
"鏝,镘"
"鏞,镛"
"鏡,镜"
"鏤,镂"
"鏨,錾"
"鏵,铧"
"鐐,镣"
"鐙,镫"
"鐧,锏"
"鐫,镌"
"鐮,鎌,镰"
"鐲,镯"
"鐳,镭"
"鐵,铁,鉄,銕,鐡"
"鐸,铎"
"鐺,铛"
"鐽,𫟼"
"鑄,铸,鋳"
"鑒,鑑,鉴"
"鑠,铄"
"鑣,鏢,镖,镳"
"鑰,钥"
"鑲,镶"
"鑷,镊"
"鑼,锣"
"鑽,钻,鉆,鑚"
"鑾,銮"
"鑿,凿"
"铡,鍘"
"铱,銥"
"锗,鍺"
"長,长"
"門,门"
"閂,闩"
"閃,闪"
"閉,闭"
"開,开"
"閎,闳"
"閏,闰"
"閒,間,閑,间,闲,𫔮"
"閔,闵"
"閘,闸"
"閡,阂"
"閣,阁"
"閥,阀"
"閨,闺"
"閩,闽"
"閬,阆"
"閭,闾"
"閱,阅,閲"
"閹,阉"
"閻,阎,闫"
"閾,阈"
"闈,闱"
"闊,阔,濶"
"闋,阕"
"闌,阑"
"闐,阗"
"闔,阖"
"闕,阙"
"闖,闯"
"關,关,関"
"闡,阐"
"闢,辟"
"阪,坂"
"阱,穽"
"陘,陉"
"陝,陕"
"陣,阵"
"陰,阴"
"陳,陈"
"陶,匋"
"陷,陥"
"陽,阳,昜"
"隊,队"
"隍,堭"
"階,阶"
"隕,陨"
"隙,郤"
"際,际"
"隨,随"
"險,险,険"
"隱,隐,隠"
"隴,陇"
"隸,隷,隶"
"雁,鴈"
"雇,僱"
"雋,隽"
"雖,虽"
"雙,双"
"雛,雏"
"雜,杂,雑"
"雞,鸡,鷄,鶏"
"離,离"
"難,难"
"零,〇"
"電,电"
"霧,雾"
"霸,覇"
"霽,霁"
"靂,雳"
"靄,霭"
"靈,灵,霊"
"靉,叆"
"青,靑"
"靚,靓"
"靜,静"
"面,麵,麺,麪"
"靦,腼"
"靨,靥"
"鞏,巩"
"韁,繮,缰"
"韃,鞑"
"韋,韦"
"韌,靭,韧,靱"
"韓,韩"
"韙,韪"
"韜,韬"
"韭,韮"
"韻,韵"
"響,响"
"頂,顶"
"頃,顷"
"項,项"
"順,顺"
"須,鬚,须"
"頊,顼"
"頌,颂"
"頑,顽"
"頒,颁"
"頓,顿"
"頗,颇"
"領,领"
"頜,颌"
"頡,颉"
"頤,颐"
"頭,头"
"頰,颊,頬"
"頷,颔"
"頸,颈,頚"
"頹,颓,穨,頽"
"頻,频"
"顆,颗"
"題,题"
"額,额"
"顎,颚"
"顏,顔,颜"
"顓,颛"
"顛,颠,顚"
"類,类"
"顧,顾"
"顫,颤"
"顯,显,顕"
"顰,嚬,颦"
"顱,臚,颅"
"顳,颞"
"颧,顴"
"風,风"
"颯,飒"
"颶,飓"
"颼,飕"
"飄,飘"
"飆,飇,飙"
"飛,飞"
"飢,饑,饥"
"飩,饨"
"飪,饪"
"飭,饬"
"飯,饭"
"飲,饮,飮"
"飴,饴"
"飼,饲"
"飽,饱"
"飾,饰"
"餃,饺"
"餅,饼,餠"
"餉,饷"
"養,养"
"餌,饵"
"餐,飡"
"餑,饽"
"餒,馁"
"餓,饿"
"餛,馄"
"餞,饯"
"餡,馅"
"館,舘,馆"
"餾,馏"
"餿,馊"
"饅,馒"
"饈,馐"
"饉,馑"
"饋,餽,馈"
"饌,馔"
"饒,饶"
"饗,飨"
"饜,餍"
"饞,馋"
"馬,马"
"馮,冯"
"馱,驮,駄"
"馳,驰"
"馴,驯"
"駁,驳"
"駐,驻"
"駑,驽"
"駒,驹"
"駕,驾"
"駙,驸"
"駛,驶"
"駝,驼"
"駟,驷"
"駢,騈,骈"
"駭,骇"
"駱,骆"
"駿,骏"
"騁,骋"
"騎,骑"
"騖,骛"
"騙,骗"
"騫,骞"
"騰,腾"
"騷,骚,騒"
"騾,骡"
"驀,蓦"
"驃,骠"
"驅,驱,駆,駈"
"驊,骅"
"驍,骁"
"驕,骄"
"驗,验,験"
"驚,惊"
"驛,駅,驿"
"驟,骤"
"驢,驴"
"驤,骧"
"驥,骥"
"驪,骊"
"骯,肮"
"髏,髅"
"髓,髄"
"體,体,躰"
"髖,髋"
"高,髙"
"髯,髥"
"鬢,鬓"
"鬧,闹"
"鬩,阋"
"鬮,阄"
"魎,魉"
"魏,巍"
"魘,魇"
"魚,鱼"
"魯,鲁"
"魷,鱿"
"鮎,鯰,鲇"
"鮑,鲍"
"鮒,鲋"
"鮭,鲑"
"鮮,鲜"
"鯀,鲧"
"鯁,骾"
"鯉,鲤"
"鯊,鲨"
"鯖,鲭"
"鯗,鱶"
"鯤,鲲"
"鯧,鲳,䱽"
"鯨,鲸"
"鯪,鲮"
"鯽,鲫"
"鰍,鰌,鳅"
"鰓,鳃"
"鰥,鳏"
"鰭,鳍"
"鰱,鲢"
"鰻,鳗"
"鰾,鳔"
"鱈,鳕"
"鱉,鼈,鳖"
"鱒,鳟"
"鱔,鳝"
"鱖,鳜"
"鱗,鳞"
"鱘,鲟"
"鱷,鰐,鳄"
"鱸,鲈"
"鳥,鸟"
"鳩,鸠"
"鳳,凤"
"鳴,鸣"
"鳶,鸢"
"鴆,鸩"
"鴇,鸨"
"鴉,鸦"
"鴕,鸵"
"鴛,鸳"
"鴟,鵄"
"鴣,鸪"
"鴦,鸯"
"鴨,鸭"
"鴻,鸿"
"鴿,鸽"
"鵑,鹃"
"鵜,鹈"
"鵝,鹅,鵞"
"鵠,鹄"
"鵡,鹉"
"鵪,鹌"
"鵬,鹏"
"鵲,鹊"
"鶉,鹑"
"鶘,鹕"
"鶩,鹜"
"鶯,鴬,莺"
"鶴,鹤"
"鷂,鹞"
"鷓,鹧"
"鷗,鸥,鴎"
"鷲,鹫"
"鷸,鹬"
"鷹,鹰"
"鷺,鹭"
"鸚,鹦"
"鸛,鹳"
"鸞,鸾"
"鹵,滷,卤"
"鹼,碱,硷,鹸"
"鹽,盐,塩"
"麗,丽"
"麥,麦"
"麩,麸"
"麻,蔴"
"麼,么,幺"
"黃,黄"
"黑,黒"
"默,嘿,黙"
"點,点"
"黨,党"
"黴,霉"
"黷,黩"
"黿,鼋"
"鼇,鰲,鳌"
"鼴,鼹"
"齊,齐,斉"
"齋,斋,斎"
"齒,齿,歯"
"齜,龇"
"齟,龃"
"齡,龄,齢"
"齧,啮,噛,嚙,囓"
"齪,龊"
"齬,龉"
"齲,龋"
"齷,龌"
"龍,龙,竜"
"龐,庞,厖"
"龔,龚"
"龕,龛"
"龜,龟,亀"
"𠼮,𠱓"
